DUT,XCoord,YCoord,Bin,subject_01,subject_02,subject_03,subject_04,subject_06,subject_07,subject_08,subject_09,subject_10,subject_11,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22,subject_23,subject_24,subject_25,subject_27,subject_28,subject_29,subject_30,subject_31,subject_32,subject_33,subject_34,subject_35,subject_36,subject_37,subject_39,subject_40,subject_41,subject_42,subject_43,subject_45,subject_46,subject_47,subject_48,subject_49
262,21.0,7.0,1.0,0.353,1.185,-1.549,-0.888,0.120,-0.228,-1.721,1.493,-0.800,-1.350,0.837,-0.860,0.353,0.795,0.512,-1.330,0.028,1.508,-0.520,-0.041,1.387,-1.342,0.354,0.503,-1.037,0.906,-0.395,0.658,-0.303,1.280,0.581,1.291,0.135,0.831,-0.944,-0.129,0.531,-1.039,0.759,0.428,1.750,-1.549,0.069,-3.627
263,3.0,9.0,1.0,1.038,0.304,0.311,-0.526,0.363,0.793,-1.217,1.242,-1.265,-0.518,1.592,-0.838,2.195,0.630,0.886,-1.016,-0.447,0.498,1.000,0.065,-0.345,-0.855,0.739,1.482,-0.625,1.745,0.655,1.182,-2.536,0.577,1.053,0.088,-0.250,-0.362,-1.130,0.547,0.839,-1.315,0.927,0.450,1.088,-0.276,0.207,-2.109
264,12.0,5.0,1.0,0.722,1.399,0.644,-0.784,0.013,0.904,-0.318,-0.108,-0.839,-0.527,2.145,-0.959,-0.372,-0.014,0.322,1.239,-0.664,1.202,-0.126,-1.020,1.342,-1.566,1.299,1.143,0.500,-0.057,1.404,0.335,-0.286,-0.014,-0.068,0.628,-0.898,-2.099,-1.645,-0.456,1.276,-0.580,-1.101,-0.065,0.193,-1.225,-0.014,-1.504
265,35.0,4.0,18.0,0.493,-0.595,0.788,0.171,-0.151,-0.189,0.139,1.143,0.187,-0.722,-0.619,-0.781,0.076,0.954,-0.306,0.656,-0.490,0.820,-0.621,0.591,1.191,-0.845,1.109,0.771,-0.290,0.557,1.946,0.345,-2.928,-0.040,-0.181,1.154,-0.718,-1.145,-0.872,-1.692,0.929,-1.731,2.067,0.726,0.367,0.741,-0.131,9.870
266,25.0,6.0,1.0,-0.178,1.084,0.485,0.203,-1.349,0.225,0.054,1.679,-1.138,-0.068,0.415,-0.067,0.749,0.620,0.658,1.006,-0.136,0.776,0.745,0.302,1.956,-1.911,2.410,1.297,0.543,-1.361,1.259,0.580,-0.814,1.060,-0.508,0.921,1.048,0.556,0.661,1.954,1.350,1.409,0.241,-0.751,1.595,-1.733,0.820,0.218
267,12.0,4.0,1.0,-0.263,0.217,0.250,-2.675,-0.886,0.469,-1.170,0.878,-0.649,-0.895,0.514,-1.421,0.836,1.156,0.586,-0.643,-0.372,-0.825,0.395,-0.003,-0.406,-0.381,-0.250,-0.082,-0.513,1.605,-0.394,1.521,-0.907,0.829,-0.410,0.060,-0.198,-0.525,-1.154,-1.860,0.473,1.140,-0.971,-1.245,0.864,-0.239,-0.603,-0.827
268,5.0,6.0,1.0,-1.333,0.588,-0.168,-0.194,-0.253,0.710,-0.998,0.087,-1.790,-2.026,1.765,0.066,0.719,1.663,-0.736,1.306,-0.172,0.859,-1.857,0.120,0.934,-0.061,0.299,0.176,-1.490,0.775,1.136,0.222,0.386,1.523,-0.572,0.317,0.308,-1.310,-0.310,-1.249,0.891,-0.245,0.339,-0.130,0.512,-1.059,-0.599,1.092
269,15.0,9.0,1.0,0.011,-0.125,1.455,-1.517,0.334,1.198,-0.901,2.028,-2.344,0.354,2.620,-0.629,-0.690,0.882,0.718,1.002,0.020,1.443,-0.533,1.296,1.298,-1.951,0.516,0.771,-1.663,0.910,-0.985,-0.431,-0.626,-2.466,0.535,0.859,0.405,0.795,-0.594,-0.316,1.506,0.911,-0.083,-0.063,0.327,-0.842,0.455,-0.861
270,24.0,1.0,1.0,0.260,0.363,0.996,-0.613,0.238,-0.383,-0.540,0.820,-0.936,-0.480,2.315,0.192,-1.414,1.185,2.715,0.654,-1.526,-1.613,-0.206,-0.064,1.734,-0.946,0.724,0.470,-1.071,1.747,1.082,1.298,-1.378,0.893,0.303,1.036,0.182,1.736,-0.900,-0.514,0.178,1.476,2.500,0.118,0.958,-1.109,-0.648,-2.026
271,27.0,9.0,1.0,-0.829,1.447,1.141,-2.331,0.434,-0.352,-0.549,0.679,-0.646,-1.285,2.085,-0.246,1.194,0.371,1.272,0.819,-0.678,0.778,0.579,0.047,0.238,-1.880,2.005,0.473,-1.383,1.631,-0.063,0.084,-0.740,0.907,0.653,0.161,-0.721,-1.029,1.062,0.017,0.564,-0.095,-0.985,-0.861,0.725,-0.694,0.395,-1.250
272,19.0,5.0,1.0,-0.278,0.399,0.750,-0.612,-0.385,0.797,0.144,1.361,-1.594,-1.033,2.544,0.160,1.276,-0.118,0.896,-1.290,-1.100,-0.006,0.448,0.500,0.544,-0.805,0.993,0.524,0.231,0.609,-0.193,0.139,-1.235,1.292,0.352,1.457,-1.158,1.241,-0.265,-1.773,0.323,-0.835,1.981,0.547,0.510,-0.359,0.262,-0.959
273,7.0,1.0,1.0,-0.666,0.381,0.414,-0.114,-1.062,0.209,0.050,1.805,0.326,-0.438,2.030,-0.578,0.028,0.558,1.641,1.061,-0.045,0.721,-0.609,0.387,1.850,-0.951,1.051,0.870,-0.092,1.389,2.171,-0.475,0.884,-1.084,-0.151,0.966,-1.228,-3.472,-0.220,-0.483,1.005,0.894,0.395,1.712,0.550,-0.502,0.846,-0.068
274,30.0,10.0,1.0,-1.090,0.905,-0.385,-1.941,-0.800,0.866,-1.724,1.561,-0.350,0.926,0.288,-2.030,1.349,0.882,0.603,0.086,0.095,0.766,-0.672,1.091,1.005,-0.467,0.780,1.141,-0.982,1.187,2.047,1.190,-1.714,-0.338,-0.452,0.794,-0.759,-0.672,-0.070,-0.394,0.549,1.939,-0.099,-0.066,-0.616,-0.935,-0.137,0.091
275,3.0,1.0,1.0,0.731,1.295,-0.133,-0.368,0.546,0.438,-0.703,0.208,-0.942,-0.671,-0.117,0.994,0.622,0.585,0.456,0.158,-0.575,1.170,1.269,0.544,0.888,-0.990,0.705,0.965,-1.303,-1.173,-0.245,-0.746,-1.122,-1.200,0.342,0.774,0.072,-1.141,-1.093,-0.767,0.477,-0.418,-0.227,-1.125,0.965,-1.038,0.594,-0.548
276,34.0,4.0,1.0,0.145,1.059,-0.723,-0.515,-1.040,0.323,0.976,1.502,-0.097,-0.263,0.115,-0.241,1.109,0.480,-0.090,1.938,-0.387,0.259,-0.514,-0.387,1.493,0.403,1.048,1.048,-1.015,0.606,-0.561,0.105,-1.588,0.143,-0.520,1.134,0.576,-1.408,1.235,-1.145,1.372,0.536,1.519,-0.286,1.289,-1.783,-0.462,-2.699
277,34.0,9.0,1.0,-1.170,0.422,0.131,1.236,0.572,0.566,0.347,1.496,-0.683,-0.770,0.217,-0.745,1.031,0.685,1.437,1.405,-0.169,0.505,-0.296,-0.208,1.906,-0.779,0.822,1.320,-1.948,0.398,1.194,0.551,-0.613,-0.492,1.129,1.778,-0.057,-0.238,1.134,-0.219,1.007,0.259,2.090,0.788,0.569,-0.155,-0.278,0.631
278,4.0,3.0,11.0,0.538,1.272,1.832,-1.511,-0.602,-0.311,-0.861,1.840,-8.258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,35.0,9.0,1.0,-0.092,1.175,0.413,0.321,-0.107,1.923,-0.985,0.290,-0.641,-1.740,0.218,-0.216,0.508,0.585,0.346,-0.974,0.139,-0.315,-1.436,1.242,1.093,-0.462,0.986,1.029,-1.147,1.040,0.594,0.876,0.196,0.531,-0.409,-0.022,0.310,-0.156,-0.523,-1.354,1.564,1.347,-0.925,1.097,-0.472,-0.268,0.128,-1.213
280,16.0,9.0,1.0,0.298,1.757,-0.606,0.352,-0.428,0.152,0.702,1.000,-1.221,-0.447,1.320,-1.127,1.500,0.149,0.634,0.213,0.530,1.338,-1.233,0.880,-0.289,0.237,0.935,1.093,-0.306,0.354,-0.286,1.147,-0.592,-0.848,2.645,0.647,-1.497,-1.178,0.951,-1.598,0.714,-0.302,0.243,-0.309,-0.667,-0.644,0.571,0.518
281,24.0,8.0,12.0,0.327,1.495,0.815,-2.394,0.341,0.802,0.768,0.763,-0.725,-2.221,0.840,-7.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,18.0,10.0,1.0,-0.863,0.369,0.073,-1.478,0.867,0.194,-0.879,1.208,-0.878,-2.334,0.961,0.102,0.677,0.772,0.702,1.606,-0.943,1.715,0.598,0.842,0.250,-0.196,1.428,1.104,-0.824,-0.092,-0.408,0.220,-0.617,-0.451,-0.567,1.520,0.547,-0.213,-0.192,-1.594,1.578,-0.502,0.590,-0.564,-0.683,-0.056,0.751,-0.450
283,32.0,3.0,1.0,0.862,0.715,-1.467,-2.177,-0.221,0.758,-0.409,0.386,-0.212,-0.371,0.990,0.349,2.643,0.509,1.700,1.064,-1.097,0.974,-1.060,0.296,1.237,-0.058,0.449,1.143,-0.086,1.224,-0.365,-0.688,0.608,1.336,0.784,1.293,-1.499,0.541,-0.095,-0.522,1.121,0.121,-0.631,1.202,0.759,-0.728,-0.467,-0.463
284,16.0,3.0,1.0,-0.089,0.484,-0.602,-1.136,-0.790,1.761,-0.720,0.711,-0.091,-0.635,-0.004,-0.013,1.599,0.020,1.654,0.394,-0.651,-0.321,-0.945,0.083,0.065,-0.332,0.566,1.054,-0.072,0.185,1.351,-0.445,-1.190,0.410,0.065,0.893,-0.184,0.126,0.431,-1.287,0.649,0.140,0.485,-2.319,-0.862,-1.155,-0.121,-0.674
285,22.0,4.0,1.0,1.204,-0.103,1.055,-1.540,-0.484,1.098,-0.480,1.500,-0.979,0.055,0.174,-1.291,1.657,0.816,0.165,0.716,-0.949,1.192,-0.852,0.565,1.387,-0.384,1.145,1.483,-1.139,1.124,0.504,-0.177,-1.815,0.086,0.792,-0.025,-0.662,-2.011,0.673,-0.925,0.105,-0.453,-0.924,-0.559,0.184,-1.481,0.139,0.364
286,34.0,5.0,1.0,0.148,-0.123,0.706,-0.698,0.676,0.478,-0.169,1.823,-1.340,-0.957,1.582,-0.887,0.937,0.245,0.068,0.111,0.047,0.794,0.358,1.062,0.545,-0.167,2.268,1.221,-0.882,2.598,1.970,0.036,0.067,0.562,1.569,0.578,-0.512,-2.776,0.841,-0.752,0.340,2.009,-1.724,-1.810,0.119,-2.061,-0.132,-2.530
287,33.0,6.0,1.0,-0.600,0.429,0.557,-2.332,-0.910,0.315,-1.719,1.616,-0.265,-1.170,0.486,0.176,2.043,0.485,0.294,-2.524,-0.358,-0.219,0.558,-0.392,1.240,0.277,0.387,0.375,-0.590,0.847,-0.824,0.945,-0.134,1.078,0.267,1.607,-0.040,-0.237,-0.208,-0.043,0.734,0.937,1.176,-0.511,1.857,-0.167,0.326,1.543
288,18.0,4.0,1.0,0.445,-0.032,1.524,-1.182,-0.555,0.920,1.388,0.546,-0.547,-1.473,2.768,-0.407,0.306,-0.327,0.496,0.411,0.075,-0.624,-2.172,0.128,2.599,-1.273,0.801,0.345,-1.685,0.665,0.393,0.931,-1.303,-0.145,-0.007,1.371,-0.922,-0.340,0.235,-0.721,1.171,1.783,0.410,-0.962,0.263,0.904,-0.001,-1.375
289,25.0,4.0,1.0,0.436,0.807,-0.840,1.599,-0.292,-0.021,-0.587,1.144,-1.128,-0.739,0.509,-0.056,0.612,0.364,0.968,1.826,-1.169,0.909,-0.259,0.098,1.490,-1.290,1.558,0.787,-0.644,-0.960,0.478,0.575,-1.819,0.639,0.615,2.324,-0.388,-1.516,0.207,-0.548,0.694,1.309,1.108,-0.014,-0.868,0.684,-0.015,0.752
290,29.0,4.0,1.0,0.458,0.779,1.603,0.589,-0.643,-0.198,-1.412,0.681,0.253,0.323,1.776,-0.610,2.550,0.504,0.449,1.736,-0.883,-1.652,0.306,0.186,0.189,-0.209,1.220,-0.262,-0.658,1.984,1.854,-0.737,-0.143,0.490,0.079,0.787,-0.030,0.522,0.671,-0.963,1.508,-0.750,0.618,-0.977,0.976,-1.336,0.996,0.345
291,29.0,3.0,1.0,-1.510,0.859,2.162,0.766,0.306,1.165,-0.705,0.878,-0.511,-1.900,2.890,0.674,0.708,-0.106,0.366,1.870,-0.120,-0.062,-0.762,0.925,1.252,-0.222,1.120,1.223,-1.077,-0.644,0.944,1.842,-1.152,-0.041,1.285,0.565,0.586,0.821,0.410,-0.760,0.244,2.301,0.961,-1.152,-0.273,-0.014,0.178,-1.246
292,2.0,4.0,1.0,-0.662,0.620,0.337,-0.745,-0.270,0.697,-0.780,0.922,-0.634,-1.263,2.129,-0.251,-1.186,0.254,0.402,-0.298,-0.244,1.774,-1.269,0.243,1.009,-0.882,1.424,1.351,0.409,-0.684,0.770,0.023,0.505,0.313,-0.178,1.272,0.227,0.624,0.026,-1.094,0.661,0.210,-0.105,0.341,0.542,-0.955,0.967,-1.733
293,8.0,10.0,1.0,0.567,1.493,-0.673,-2.040,0.624,0.288,0.060,2.439,-0.336,-0.349,0.062,-1.173,-0.674,0.152,0.735,2.290,-1.183,-1.045,-0.894,-0.428,1.550,-0.593,1.041,0.929,-1.026,1.077,0.559,-0.225,-0.995,1.085,0.613,-0.362,-0.064,-0.164,-0.194,-0.886,1.370,1.386,0.940,-0.194,-0.038,-1.108,0.386,-1.884
294,31.0,10.0,1.0,0.576,0.717,-0.225,-1.502,-0.289,0.350,-0.711,1.075,1.111,-1.205,0.201,-1.022,0.743,1.485,0.179,2.247,-0.342,-0.511,0.491,1.076,1.576,-0.483,1.220,-0.459,-0.679,0.949,0.742,0.125,-0.829,0.044,1.152,0.831,0.149,-0.224,0.443,0.020,0.854,1.317,1.268,0.846,0.554,-0.453,-0.191,-0.707
295,32.0,5.0,1.0,0.109,1.354,-0.405,-2.119,0.264,0.206,0.958,2.666,-0.246,-0.304,0.434,-0.309,1.238,0.571,0.464,1.701,0.077,0.400,-0.546,-0.252,1.719,-0.124,0.400,0.604,-0.960,-0.046,-0.678,0.944,-0.308,-0.886,0.292,0.889,-0.682,0.571,0.235,-2.590,0.516,1.519,-0.635,-0.685,0.601,-1.172,-0.143,-1.848
296,22.0,10.0,1.0,-0.012,0.556,-0.769,-0.310,0.745,0.366,-1.837,1.346,-1.281,-1.602,0.413,-0.826,-0.476,0.134,0.085,-0.796,-0.356,-1.045,-0.968,0.414,1.010,-1.408,2.378,1.364,-1.449,-0.029,1.501,-0.507,1.919,0.787,-1.808,0.291,-0.676,0.415,0.767,0.102,0.127,0.537,1.079,0.705,-0.776,0.545,0.847,-1.059
297,21.0,4.0,1.0,-0.718,0.728,-0.128,-2.193,0.031,0.067,-1.293,0.779,-0.381,0.148,0.033,1.046,1.780,0.015,1.318,0.197,0.048,-0.609,0.186,-0.377,0.397,-0.700,0.677,0.571,-0.100,0.259,-0.248,1.510,-1.041,0.289,0.418,0.884,0.594,-0.214,-0.364,-0.825,0.802,0.618,-0.134,0.937,1.209,-0.910,0.281,-1.429
298,8.0,7.0,1.0,0.471,0.965,-0.079,-1.759,-0.113,0.198,-0.662,0.470,-0.469,-1.775,-0.202,0.281,-0.988,1.247,0.631,0.936,0.059,-0.446,-0.730,0.015,0.131,-1.637,0.758,0.474,-0.585,2.042,2.022,0.786,-0.788,1.411,0.138,1.291,-0.354,0.842,0.079,-1.274,0.863,2.430,-0.472,-0.178,0.293,0.578,0.673,-0.499
299,29.0,6.0,1.0,-0.119,0.618,0.393,0.120,0.915,1.255,1.184,0.735,0.075,-1.854,1.150,0.491,1.438,0.983,1.583,0.720,-0.306,-2.837,1.449,-0.676,2.246,-0.263,0.660,0.741,-2.028,1.291,-0.450,1.149,0.400,2.734,0.045,0.401,-0.414,3.222,-0.892,-0.573,-0.208,1.131,0.433,-0.520,-0.145,-0.563,-0.006,-0.239
300,22.0,3.0,1.0,0.952,0.106,1.578,-1.012,-0.848,0.301,-1.180,1.057,-0.329,-1.106,0.847,0.144,1.001,0.624,0.753,-1.648,-0.257,1.222,-0.595,-0.115,-0.665,-1.784,1.906,0.921,-0.863,0.222,1.000,0.179,2.031,1.840,1.497,0.614,0.130,-1.065,-0.474,0.138,0.463,-0.536,0.194,1.763,-0.511,-0.221,0.807,-0.285
301,13.0,7.0,1.0,-0.439,0.709,1.338,-0.870,-0.191,0.431,-0.509,0.842,-1.274,-1.937,0.963,-1.199,1.102,-0.204,0.952,1.587,-0.631,-2.316,1.554,0.859,0.319,-0.911,0.499,1.111,-1.781,-1.206,0.045,-0.916,-0.290,0.930,-0.541,1.422,0.815,0.819,-0.344,-1.070,1.067,0.876,2.272,-1.960,1.069,0.196,-0.218,-0.524
302,35.0,1.0,1.0,0.575,0.623,2.243,-2.171,0.760,0.966,1.112,2.370,-0.155,-1.818,0.984,-0.078,0.428,0.539,2.411,1.129,-0.450,0.258,-2.326,-0.087,0.783,-0.107,1.216,1.320,-1.087,1.539,1.938,-1.499,-0.748,-0.826,0.510,0.889,-1.279,0.526,0.083,-1.152,-0.117,-0.024,1.253,1.677,0.144,-0.190,-0.362,0.415
303,14.0,2.0,1.0,0.380,0.352,-1.122,-0.099,-0.072,0.807,0.957,1.875,0.413,-0.702,0.174,0.043,0.169,0.750,-0.294,-1.639,0.174,-0.905,-0.812,0.435,-1.232,-0.753,0.427,0.214,-1.748,1.065,-0.052,-0.553,-2.147,-1.041,0.396,0.272,-0.321,-1.107,-0.629,-1.688,0.631,-0.220,0.870,-0.006,0.567,-0.840,-0.155,0.637
304,16.0,5.0,1.0,-0.410,-0.838,1.723,0.159,0.089,0.132,-0.984,1.379,-0.367,-2.280,1.683,0.369,1.442,1.826,2.213,1.104,-0.551,0.339,-1.772,0.130,1.960,-0.305,0.644,0.823,0.553,-0.806,-0.866,0.509,-1.427,1.197,0.957,1.505,-0.453,-0.713,-0.090,-0.806,1.073,1.597,0.445,0.562,0.544,0.155,0.814,1.401
305,6.0,4.0,1.0,0.408,1.203,-0.032,-2.616,0.540,0.694,-0.635,1.006,-1.225,-0.859,1.188,-0.963,0.651,0.488,0.544,1.043,-1.244,-0.031,-1.515,0.738,-0.089,-0.777,0.465,0.340,-0.946,-0.237,0.275,0.973,-0.010,0.540,1.432,0.205,-0.855,-1.536,1.544,0.535,0.279,1.962,-0.172,0.227,-0.568,-1.467,-0.428,-1.346
306,3.0,4.0,1.0,1.631,-0.160,-0.608,-1.672,0.041,1.054,0.109,0.600,0.866,-0.713,1.734,-0.511,1.696,0.318,0.870,-0.840,-0.509,0.634,0.599,0.536,1.393,-0.511,0.407,0.716,-0.702,-0.531,-0.616,1.562,-0.025,-1.983,0.262,1.055,0.217,-1.923,-0.330,-0.396,1.158,1.934,0.004,-1.275,-0.195,-0.398,0.397,-0.536
307,16.0,10.0,1.0,0.992,0.109,0.712,-0.834,0.145,1.075,-0.333,1.650,0.356,-0.473,0.477,-0.443,-0.382,1.085,0.847,0.822,-0.781,-0.841,-0.793,0.331,1.343,-1.526,1.481,0.595,-1.016,-0.858,0.626,-2.192,-0.672,-1.018,1.350,-0.612,0.335,-1.556,-0.731,-0.493,0.818,1.238,1.612,0.039,-0.442,-0.878,1.628,0.161
308,17.0,10.0,1.0,-0.041,1.413,-0.034,-0.318,-1.148,1.005,-2.118,1.536,-1.412,-1.264,0.299,0.179,0.297,-0.054,1.061,-0.152,0.111,0.829,0.137,0.640,1.613,-1.085,0.482,0.675,0.685,0.630,0.200,1.957,-3.525,1.441,1.330,0.547,-0.709,-0.035,-1.223,0.051,1.329,-0.151,-0.295,-0.692,-0.139,0.500,0.345,-1.988
309,35.0,10.0,1.0,0.712,1.043,1.987,-1.311,0.439,0.674,-1.327,0.971,-0.533,-1.183,0.651,-0.087,0.851,1.508,2.183,0.692,0.195,-1.503,0.112,0.931,-1.970,-1.132,-0.120,0.835,-1.034,1.089,0.899,0.314,-1.244,-1.136,1.619,1.931,-1.525,0.732,-0.626,-1.221,0.377,0.884,-0.990,-1.161,-0.886,0.182,0.149,-0.374
310,15.0,2.0,1.0,0.784,1.192,0.505,-2.088,0.057,1.345,0.439,-0.045,-0.887,0.262,-1.080,0.616,0.881,-0.601,0.962,-0.294,-0.337,-1.285,-1.215,0.698,-0.146,-0.282,0.049,1.411,-1.013,0.236,-0.652,-0.330,-3.116,-1.586,0.993,0.860,-0.153,0.847,-1.076,-0.036,-0.275,1.274,1.827,0.253,-0.021,-0.379,-0.620,-1.853
311,3.0,10.0,1.0,0.694,0.688,0.258,-0.461,-0.518,0.318,-0.647,1.491,-0.651,-0.891,2.669,0.725,2.489,0.418,0.078,2.865,-0.492,-0.101,0.876,0.092,-0.367,-0.386,0.777,1.867,-1.765,1.272,-0.645,1.252,-0.797,1.692,0.440,0.435,0.194,1.149,1.155,0.948,0.291,-0.111,0.782,-0.375,0.789,-0.250,0.059,-0.768
312,33.0,4.0,1.0,1.614,-0.279,0.986,-2.114,-0.133,0.312,-0.603,1.607,-1.311,-0.381,1.171,-1.274,-0.462,-0.255,0.785,1.385,0.010,-0.437,0.426,0.313,0.980,-0.495,0.685,1.727,-2.524,1.500,0.189,-1.211,-1.697,0.035,-0.687,0.851,1.064,-1.356,0.207,0.575,0.626,-0.245,0.380,0.392,-0.869,0.320,0.500,-0.257
313,20.0,4.0,1.0,0.012,1.191,-0.107,0.000,-0.616,1.093,0.632,0.142,-0.684,-0.838,1.148,0.273,1.645,0.285,-0.207,0.401,-0.866,-0.329,-1.339,0.620,3.066,-0.956,1.007,1.230,-1.420,1.139,0.305,0.086,-1.761,2.236,0.110,1.053,-1.130,-0.292,0.920,-1.409,1.323,-0.163,-1.432,0.324,0.818,-0.174,-0.433,-1.062
314,7.0,7.0,1.0,-0.785,0.398,-1.192,-1.419,-0.268,-0.522,0.211,1.757,-2.182,0.117,0.986,-0.375,-0.741,0.409,0.658,0.295,-0.539,-0.709,0.596,0.297,-0.663,0.508,0.498,1.109,-1.913,2.663,0.721,-0.576,1.301,-0.693,1.505,0.726,0.225,-0.346,0.147,-1.069,0.753,-1.247,-0.020,0.378,0.234,-0.654,0.672,-0.640
315,17.0,8.0,1.0,-1.274,0.895,-0.135,0.164,-0.112,1.320,-0.805,0.350,-2.124,-1.068,1.366,-0.413,1.848,1.252,0.471,-0.472,0.256,1.215,0.041,-0.001,1.703,-0.633,0.235,1.012,-1.624,-1.306,0.587,0.140,1.907,0.071,1.377,1.424,-0.273,-0.120,1.047,-0.552,0.073,3.502,1.636,-0.189,-0.385,1.152,-0.115,-2.247
316,28.0,3.0,1.0,-0.125,1.926,1.502,-0.952,-0.205,1.431,0.519,1.010,-1.361,-1.591,0.534,-0.149,1.188,0.961,0.806,0.869,0.056,1.937,-0.488,-0.779,1.448,0.525,0.162,0.832,-0.371,0.805,0.622,0.517,-0.477,-0.759,-1.224,0.290,-0.419,-1.348,0.764,-1.712,-0.006,-1.108,0.578,0.336,0.674,-1.553,0.152,-1.034
317,20.0,7.0,1.0,-0.928,0.390,0.780,-3.432,0.114,-1.146,1.039,0.244,-0.882,-1.624,-0.251,-0.110,0.263,0.030,0.864,-1.691,-1.009,1.421,-0.343,0.443,2.751,0.365,-0.077,1.496,-1.663,1.310,2.052,0.943,-0.411,2.283,-0.088,1.496,0.472,-0.087,0.789,-1.576,1.074,-0.170,0.409,-0.785,-0.550,-1.033,0.467,-1.100
318,13.0,10.0,1.0,0.223,1.367,1.107,0.129,-0.319,0.864,2.464,0.430,-0.568,-0.996,0.855,-0.103,-0.422,1.476,0.910,0.972,-1.142,0.415,-1.503,0.480,1.267,-0.836,1.180,1.076,-0.592,-0.592,0.815,0.812,-1.207,0.566,-0.066,0.280,0.098,-0.676,0.303,-0.169,-0.120,-0.773,-0.202,0.065,0.037,-0.921,0.045,-2.457
319,11.0,1.0,1.0,0.880,1.242,0.725,-1.858,-1.139,-0.825,-0.048,1.452,-1.097,-1.973,0.728,-0.308,0.488,0.307,0.748,1.853,0.366,-0.170,0.573,0.628,1.582,-0.578,1.043,-0.778,-2.212,1.283,1.437,1.640,-0.470,-0.176,1.056,0.353,-0.219,-0.585,-0.290,-2.206,0.147,-0.227,0.112,0.157,0.035,-0.935,0.428,0.926
320,12.0,1.0,1.0,-0.124,-0.542,-0.031,-0.332,0.323,0.985,-1.029,1.071,-0.840,0.457,0.771,-0.408,0.456,0.663,1.489,0.507,-0.095,1.783,0.380,0.005,0.270,-0.882,-0.404,0.419,-1.975,2.723,-1.084,1.273,0.086,-0.026,-0.956,0.271,0.241,-1.634,-1.266,-0.882,-0.089,1.112,-1.656,-1.897,0.594,-0.739,-0.063,-1.199
321,4.0,6.0,1.0,-0.566,0.480,-0.252,-0.403,0.003,2.434,1.324,1.627,-0.045,-1.922,-0.963,-0.841,-0.608,0.025,1.022,1.095,-0.970,0.632,0.460,-0.004,2.364,-0.684,1.407,0.679,-0.530,1.360,0.697,0.541,-2.910,-0.268,0.197,2.072,-0.236,-0.715,-0.074,-0.432,-0.016,2.030,-1.476,0.689,-0.494,-0.870,-0.066,-0.755
322,21.0,5.0,14.0,0.581,1.360,-2.253,-2.079,-0.441,0.533,-0.691,0.342,-0.150,0.010,0.006,-0.312,0.750,1.389,0.668,0.420,-0.188,0.689,-1.932,-0.094,-0.947,-7.421,,,,,,,,,,,,,,,,,,,,,,
323,25.0,10.0,1.0,-0.033,0.060,0.498,-1.371,-1.291,0.291,-0.892,1.118,-0.831,0.212,1.013,0.235,0.192,0.159,1.043,1.041,0.188,2.040,-1.435,1.067,-0.218,-1.622,0.865,-0.812,-0.977,0.239,2.151,1.055,0.449,-0.278,0.340,1.173,-1.362,-0.182,0.237,0.042,0.642,0.379,-0.043,-0.269,0.293,-0.337,-0.141,-2.356
324,9.0,10.0,1.0,0.734,0.100,1.881,-3.835,0.546,-0.032,-1.737,-0.237,-0.460,-0.794,0.930,-0.640,0.365,0.760,-0.873,3.443,-0.029,-0.886,-1.325,0.678,0.357,-0.795,0.301,0.481,0.779,1.300,-1.402,-0.493,-0.106,-0.581,0.545,1.610,-0.610,-0.140,-0.791,0.327,0.601,-1.490,1.201,-0.655,-2.433,-1.151,0.115,0.574
325,3.0,6.0,14.0,0.396,1.036,1.290,-0.737,-0.421,1.253,-0.435,0.833,-0.647,-0.988,1.018,-0.147,1.096,0.956,-0.100,-0.158,-0.221,-0.371,0.987,0.585,0.433,-0.841,0.182,0.969,-9.833,,,,,,,,,,,,,,,,,,,
326,34.0,8.0,1.0,1.306,0.871,-0.449,-0.310,0.459,0.939,-1.433,1.028,-0.183,-3.060,-0.425,-0.721,0.211,1.100,1.839,1.760,0.278,1.168,-0.024,0.047,0.648,-1.523,1.209,0.620,-0.598,0.255,-0.825,0.498,-1.512,-2.174,0.612,0.409,-0.167,0.531,-0.476,0.057,1.137,0.532,0.364,0.081,0.375,-0.082,1.191,-0.357
327,5.0,8.0,1.0,-0.358,1.131,1.219,-0.368,-0.483,1.166,0.860,1.529,-2.219,-2.195,0.616,-0.301,0.022,0.513,-0.554,3.260,0.470,-1.483,-0.033,1.542,1.185,0.405,1.404,0.454,-1.193,-0.634,-0.945,0.261,-0.996,1.303,0.745,2.030,-0.089,-0.389,-0.098,0.305,0.160,1.281,0.870,0.958,-0.074,0.680,0.526,-0.908
328,18.0,2.0,1.0,-0.360,1.508,-1.210,0.114,-0.083,-0.025,0.517,-0.266,-0.150,-0.593,1.256,-0.099,0.599,1.362,0.950,1.511,0.055,0.044,0.055,1.238,0.139,-0.615,-0.197,0.819,-0.522,2.577,0.809,0.185,-0.008,-0.890,0.704,-0.069,0.605,0.127,-0.383,0.724,1.140,1.207,-1.272,0.319,-0.147,-0.575,0.381,-0.940
