SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000177,45,2,29,8,1,,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.757182,6.017950,4.855657,4.855657,5.757182,6.017950,4.855657,4.855657,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.960628,5.930801,5.746001,5.491050,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,5.967633,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.077297,4.077297,4.077297,4.077297,4.077297,4.077297,4.077297,4.077297,4.470189,4.429586,4.318505,4.173561,4.717497,4.717497,4.717497,4.717497,4.717497,4.717497,4.717497,4.717497,5.297189,5.297189,5.297189,5.297189,5.297189,5.297189,5.297189,5.297189,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440,4.447440
C000178,45,3,30,8,1,,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.331966,5.761419,4.635197,4.635197,5.331966,5.761419,4.635197,4.635197,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.482874,5.420519,5.193019,4.972796,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.505807,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,4.538732,4.538732,4.538732,4.538732,4.538732,4.538732,4.538732,4.538732,4.723978,4.683375,4.572294,4.427350,5.555509,5.555509,5.555509,5.555509,5.555509,5.555509,5.555509,5.555509,5.858712,5.858712,5.858712,5.858712,5.858712,5.858712,5.858712,5.858712,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010,5.761010
C000179,45,4,31,8,1,,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.631046,5.606937,6.287820,6.287820,4.631046,5.606937,6.287820,6.287820,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.719524,4.664277,4.550094,4.519585,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,4.744538,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,5.208333,6.143441,6.143441,6.143441,6.143441,6.143441,6.143441,6.143441,6.143441,5.606568,5.565965,5.454884,5.309940,4.700385,4.700385,4.700385,4.700385,4.700385,4.700385,4.700385,4.700385,4.673904,4.673904,4.673904,4.673904,4.673904,4.673904,4.673904,4.673904,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430,2.821430
C000180,46,1,32,8,1,,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.561582,5.269836,5.548693,5.548693,3.561582,5.269836,5.548693,5.548693,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.610495,3.687897,3.981932,4.262083,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,3.582994,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,7.426801,7.426801,7.426801,7.426801,7.426801,7.426801,7.426801,7.426801,6.312416,6.271813,6.160732,6.015788,5.261573,5.261573,5.261573,5.261573,5.261573,5.261573,5.261573,5.261573,3.504434,3.504434,3.504434,3.504434,3.504434,3.504434,3.504434,3.504434,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758,5.054758
C000181,46,2,3,9,1,,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,5.709034,6.037335,4.071161,4.071161,5.709034,6.037335,4.071161,4.071161,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.310622,4.287908,4.299410,4.388682,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.324247,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.483342,4.483342,4.483342,4.483342,4.483342,4.483342,4.483342,4.483342,4.693513,4.652910,4.541829,4.396886,4.060120,4.060120,4.060120,4.060120,4.060120,4.060120,4.060120,4.060120,4.927717,4.927717,4.927717,4.927717,4.927717,4.927717,4.927717,4.927717,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831,4.161831
C000182,46,3,4,9,1,,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.028994,6.069902,6.476094,6.476094,5.028994,6.069902,6.476094,6.476094,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.149273,5.081256,4.880123,4.731610,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,5.176748,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,6.510417,4.973693,4.973693,4.973693,4.973693,4.973693,4.973693,4.973693,4.973693,4.963206,4.922603,4.811522,4.666579,5.063314,5.063314,5.063314,5.063314,5.063314,5.063314,5.063314,5.063314,3.154683,3.154683,3.154683,3.154683,3.154683,3.154683,3.154683,3.154683,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913,4.951913
C000183,46,4,5,9,1,,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.516589,5.786406,3.693985,3.693985,3.516589,5.786406,3.693985,3.693985,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.565263,3.651006,3.965410,4.256741,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,3.534127,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.166667,4.601273,4.601273,4.601273,4.601273,4.601273,4.601273,4.601273,4.601273,4.758375,4.717772,4.606691,4.461748,5.727517,5.727517,5.727517,5.727517,5.727517,5.727517,5.727517,5.727517,3.553132,3.553132,3.553132,3.553132,3.553132,3.553132,3.553132,3.553132,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878,2.891878
C000184,47,1,6,9,1,,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.332182,4.143095,4.635309,4.635309,5.332182,4.143095,4.635309,4.635309,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.483113,5.420768,5.193264,4.973000,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.506041,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,6.419840,6.419840,6.419840,6.419840,6.419840,6.419840,6.419840,6.419840,5.758587,5.717984,5.606903,5.461959,2.917441,2.917441,2.917441,2.917441,2.917441,2.917441,2.917441,2.917441,6.478824,6.478824,6.478824,6.478824,6.478824,6.478824,6.478824,6.478824,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267,6.074267
C000185,47,2,7,9,1,,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.303473,5.735787,4.620424,4.620424,5.303473,5.735787,4.620424,4.620424,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.451261,5.387775,5.160987,4.946347,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.474861,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,5.729167,4.428681,4.428681,4.428681,4.428681,4.428681,4.428681,4.428681,4.428681,4.663450,4.622847,4.511766,4.366822,4.768954,4.768954,4.768954,4.768954,4.768954,4.768954,4.768954,4.768954,4.807397,4.807397,4.807397,4.807397,4.807397,4.807397,4.807397,4.807397,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138,5.791138
C000186,47,3,8,9,1,,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.049776,4.301898,5.007357,5.007357,6.049776,4.301898,5.007357,5.007357,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.295978,6.306629,6.222147,6.028251,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,6.285420,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,4.753520,4.753520,4.753520,4.753520,4.753520,4.753520,4.753520,4.753520,4.842111,4.801508,4.690427,4.545484,5.344502,5.344502,5.344502,5.344502,5.344502,5.344502,5.344502,5.344502,3.783613,3.783613,3.783613,3.783613,3.783613,3.783613,3.783613,3.783613,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637,5.286637
C000187,47,4,9,9,1,,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.438566,3.724040,5.298197,5.298197,3.438566,3.724040,5.298197,5.298197,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.487093,3.587774,3.937843,4.248113,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.449386,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,3.645833,4.233439,4.233439,4.233439,4.233439,4.233439,4.233439,4.233439,4.233439,4.556067,4.515464,4.404383,4.259439,7.013922,7.013922,7.013922,7.013922,7.013922,7.013922,7.013922,7.013922,4.567242,4.567242,4.567242,4.567242,4.567242,4.567242,4.567242,4.567242,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942,3.260942
C000188,48,1,10,9,1,,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,7.768175,6.283630,5.898290,5.898290,7.768175,6.283630,5.898290,5.898290,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.379161,8.989471,9.990000,9.990000,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,8.151771,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.687500,4.670581,4.670581,4.670581,4.670581,4.670581,4.670581,4.670581,4.670581,4.796495,4.755892,4.644811,4.499867,4.852942,4.852942,4.852942,4.852942,4.852942,4.852942,4.852942,4.852942,4.343155,4.343155,4.343155,4.343155,4.343155,4.343155,4.343155,4.343155,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451,3.536451
C000189,48,2,11,9,1,,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.638319,3.989544,4.275564,4.275564,4.638319,3.989544,4.275564,4.275564,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.727294,4.671619,4.555414,4.522650,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.752438,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,5.929785,5.929785,5.929785,5.929785,5.929785,5.929785,5.929785,5.929785,5.489057,5.448454,5.337373,5.192430,5.428763,5.428763,5.428763,5.428763,5.428763,5.428763,5.428763,5.428763,5.444755,5.444755,5.444755,5.444755,5.444755,5.444755,5.444755,5.444755,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490,6.174490
C000190,48,3,12,9,1,,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.101104,6.423935,4.515503,4.515503,5.101104,6.423935,4.515503,4.515503,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.228165,5.160243,4.949280,4.781600,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.255067,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,5.989583,4.809842,4.809842,4.809842,4.809842,4.809842,4.809842,4.809842,4.809842,4.873088,4.832485,4.721404,4.576461,4.521037,4.521037,4.521037,4.521037,4.521037,4.521037,4.521037,4.521037,7.474654,7.474654,7.474654,7.474654,7.474654,7.474654,7.474654,7.474654,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576,4.213576
C000191,48,4,13,9,1,,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.695313,4.223456,4.823580,4.823580,5.695313,4.223456,4.823580,4.823580,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.890413,5.853971,5.656064,5.398928,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,5.900438,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.427083,4.469968,4.469968,4.469968,4.469968,4.469968,4.469968,4.469968,4.469968,4.686158,4.645555,4.534474,4.389530,5.067983,5.067983,5.067983,5.067983,5.067983,5.067983,5.067983,5.067983,7.553230,7.553230,7.553230,7.553230,7.553230,7.553230,7.553230,7.553230,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479,5.661479
C000192,49,1,14,9,1,,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.334029,3.922205,4.117800,4.117800,4.334029,3.922205,4.117800,4.117800,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.404894,4.372950,4.352363,4.414109,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,4.421948,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,5.468750,4.440705,4.440705,4.440705,4.440705,4.440705,4.440705,4.440705,4.440705,4.670063,4.629460,4.518379,4.373436,4.014182,4.014182,4.014182,4.014182,4.014182,4.014182,4.014182,4.014182,3.953845,3.953845,3.953845,3.953845,3.953845,3.953845,3.953845,3.953845,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179,6.073179
