SERIAL,SHOT,DUT,XPOS,YPOS,BIN,FAILTNO,SHAPE_BIMODAL_01_L1,SHAPE_BIMODAL_01_L2,SHAPE_BIMODAL_01_L3,SHAPE_BIMODAL_01_L4,SHAPE_BIMODAL_02_L1,SHAPE_BIMODAL_02_L2,SHAPE_BIMODAL_02_L3,SHAPE_BIMODAL_02_L4,SHAPE_BIMODAL_SKEW_01_L1,SHAPE_BIMODAL_SKEW_01_L2,SHAPE_BIMODAL_SKEW_01_L3,SHAPE_BIMODAL_SKEW_01_L4,SHAPE_BIMODAL_SKEW_02_L1,SHAPE_BIMODAL_SKEW_02_L2,SHAPE_BIMODAL_SKEW_02_L3,SHAPE_BIMODAL_SKEW_02_L4,SHAPE_TRIMODAL_01_L1,SHAPE_TRIMODAL_01_L2,SHAPE_TRIMODAL_01_L3,SHAPE_TRIMODAL_01_L4,SHAPE_TRIMODAL_02_L1,SHAPE_TRIMODAL_02_L2,SHAPE_TRIMODAL_02_L3,SHAPE_TRIMODAL_02_L4,SHAPE_TAILFLIP_01_L1,SHAPE_TAILFLIP_01_L2,SHAPE_TAILFLIP_01_L3,SHAPE_TAILFLIP_01_L4,SHAPE_TAILFLIP_02_L1,SHAPE_TAILFLIP_02_L2,SHAPE_TAILFLIP_02_L3,SHAPE_TAILFLIP_02_L4,SHAPE_TAIL_ONESIDE_01_L1,SHAPE_TAIL_ONESIDE_01_L2,SHAPE_TAIL_ONESIDE_01_L3,SHAPE_TAIL_ONESIDE_01_L4,SHAPE_TAIL_ONESIDE_02_L1,SHAPE_TAIL_ONESIDE_02_L2,SHAPE_TAIL_ONESIDE_02_L3,SHAPE_TAIL_ONESIDE_02_L4,SHAPE_TAIL_BOTH_01_L1,SHAPE_TAIL_BOTH_01_L2,SHAPE_TAIL_BOTH_01_L3,SHAPE_TAIL_BOTH_01_L4,SHAPE_PLATEAU_01_L1,SHAPE_PLATEAU_01_L2,SHAPE_PLATEAU_01_L3,SHAPE_PLATEAU_01_L4,SHAPE_SKEW_R_01_L1,SHAPE_SKEW_R_01_L2,SHAPE_SKEW_R_01_L3,SHAPE_SKEW_R_01_L4,SHAPE_SKEWFLIP_01_L1,SHAPE_SKEWFLIP_01_L2,SHAPE_SKEWFLIP_01_L3,SHAPE_SKEWFLIP_01_L4,SHAPE_OUTLIER_01_L1,SHAPE_OUTLIER_01_L2,SHAPE_OUTLIER_01_L3,SHAPE_OUTLIER_01_L4,SHAPE_OUTLIER_02_L1,SHAPE_OUTLIER_02_L2,SHAPE_OUTLIER_02_L3,SHAPE_OUTLIER_02_L4,SHAPE_SPIKE_01_L1,SHAPE_SPIKE_01_L2,SHAPE_SPIKE_01_L3,SHAPE_SPIKE_01_L4,SHAPE_SPIKE_02_L1,SHAPE_SPIKE_02_L2,SHAPE_SPIKE_02_L3,SHAPE_SPIKE_02_L4,SHAPE_TRUNC_01_L1,SHAPE_TRUNC_01_L2,SHAPE_TRUNC_01_L3,SHAPE_TRUNC_01_L4,SHAPE_UNIFORM_01_L1,SHAPE_UNIFORM_01_L2,SHAPE_UNIFORM_02_L1,SHAPE_UNIFORM_02_L2,DISC_BIMODAL_01_L1,DISC_BIMODAL_01_L2,DISC_BIMODAL_01_L3,DISC_BIMODAL_01_L4,DISC_BIMODAL_02_L1,DISC_BIMODAL_02_L2,DISC_BIMODAL_02_L3,DISC_BIMODAL_02_L4,DISC_SPARSE_01_L1,DISC_SPARSE_01_L2,DISC_SPARSE_01_L3,DISC_SPARSE_01_L4,POS_SHIFT_01_L1,POS_SHIFT_01_L2,POS_SHIFT_01_L3,POS_SHIFT_01_L4,POS_SHIFT_02_L1,POS_SHIFT_02_L2,POS_SHIFT_02_L3,POS_SHIFT_02_L4,POS_SEPARATE_01_L1,POS_SEPARATE_01_L2,POS_SEPARATE_01_L3,POS_SEPARATE_01_L4,SD_UP_01_L1,SD_UP_01_L2,SD_UP_01_L3,SD_UP_01_L4,SD_UP_02_L1,SD_UP_02_L2,SD_UP_02_L3,SD_UP_02_L4,CPK_LOW_01_L1,CPK_LOW_01_L2,CPK_LOW_01_L3,CPK_LOW_01_L4,CPK_LOW_02_L1,CPK_LOW_02_L2,CPK_LOW_02_L3,CPK_LOW_02_L4,CONTROL_SAME_01_L1,CONTROL_SAME_01_L2,CONTROL_SAME_01_L3,CONTROL_SAME_01_L4,CONTROL_SAME_02_L1,CONTROL_SAME_02_L2,CONTROL_SAME_02_L3,CONTROL_SAME_02_L4,CONTROL_SAME_03_L1,CONTROL_SAME_03_L2,CONTROL_SAME_03_L3,CONTROL_SAME_03_L4,CONTROL_SAME_04_L1,CONTROL_SAME_04_L2,CONTROL_SAME_04_L3,CONTROL_SAME_04_L4
C000150,38,3,31,7,1,,3.396638,3.477787,3.758149,3.925030,3.396638,3.477787,3.758149,3.925030,3.548011,3.537552,3.530161,3.683643,3.548011,3.537552,3.530161,3.683643,3.285227,3.439378,3.692680,3.692680,3.285227,3.439378,3.692680,3.692680,6.348074,4.719400,6.202532,6.202532,6.348074,4.719400,6.202532,6.202532,3.660454,3.695910,5.311414,5.311414,3.660454,3.695910,5.311414,5.311414,4.089804,3.600398,3.720195,3.720195,3.807330,3.881476,3.985048,3.985048,3.706033,3.835147,4.312850,4.675190,6.301520,6.233976,5.968946,5.706564,3.660773,3.672736,3.531551,5.997779,3.660773,3.672736,3.531551,5.997779,3.652698,3.549735,5.006365,5.017221,3.652698,3.549735,5.006365,5.017221,3.611660,3.557142,3.416364,3.414207,5.886308,5.706011,5.886308,5.706011,3.125000,3.385417,3.645833,3.906250,3.125000,3.385417,3.645833,3.906250,3.385417,3.385417,2.864583,4.947917,5.285365,5.433013,5.836942,6.364011,5.285365,5.433013,5.836942,6.364011,5.134626,5.175229,5.286310,5.431254,2.090318,1.785494,1.286691,0.277764,2.090318,1.785494,1.286691,0.277764,5.468523,5.718523,6.812744,7.913588,5.468523,5.718523,6.812744,7.913588,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319,4.640319
C000151,38,4,32,7,1,,4.815044,4.564604,4.140118,3.983915,4.815044,4.564604,4.140118,3.983915,5.643631,5.140951,4.458968,4.285904,5.643631,5.140951,4.458968,4.285904,4.345930,4.030981,3.749373,3.749373,4.345930,4.030981,3.749373,3.749373,4.310163,3.714960,3.697857,3.697857,4.310163,3.714960,3.697857,3.697857,5.756543,5.337309,6.270077,6.270077,5.756543,5.337309,6.270077,6.270077,4.490278,6.695240,6.634436,6.634436,5.829654,5.775539,5.680571,5.680571,5.888057,5.804762,5.365963,4.806402,4.107869,4.148417,4.352484,4.611777,5.773428,5.334125,4.615274,5.955901,5.773428,5.334125,4.615274,5.955901,5.941181,6.004667,6.250821,7.424973,5.941181,6.004667,6.250821,7.424973,6.016735,6.158583,5.753809,5.739696,3.991280,3.486460,3.991280,3.486460,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,4.947917,4.947917,4.947917,3.926691,4.074339,4.478268,5.005337,3.926691,4.074339,4.478268,5.005337,4.387355,4.427958,4.539039,4.683983,4.230435,4.149814,4.017888,3.750107,4.230435,4.149814,4.017888,3.750107,4.880370,5.130370,6.224195,7.319757,4.880370,5.130370,6.224195,7.319757,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269,5.162269
C000152,39,1,4,8,1,,3.858796,3.831904,3.882605,3.944216,3.858796,3.831904,3.882605,3.944216,4.230825,4.059986,3.832794,3.879877,4.230825,4.059986,3.832794,3.879877,3.630835,3.632140,3.711152,3.711152,3.630835,3.632140,3.711152,3.711152,5.684063,6.081323,4.303274,4.303274,5.684063,6.081323,4.303274,4.303274,4.343421,4.230726,3.927644,3.927644,4.343421,4.230726,3.927644,3.927644,4.589783,4.852321,4.920155,4.920155,3.702743,3.908179,4.110992,4.110992,4.382568,4.347460,4.436275,4.675984,5.613350,5.639401,5.644073,5.571574,4.349138,4.214065,3.884659,3.785385,4.349138,4.214065,3.884659,3.785385,4.398353,4.349624,4.176726,3.412050,4.398353,4.349624,4.176726,3.412050,4.395304,4.404768,4.620711,4.638253,4.866673,5.375532,4.866673,5.375532,4.166667,3.906250,3.906250,3.906250,4.166667,3.906250,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,5.980255,6.127902,6.531832,7.058901,5.980255,6.127902,6.531832,7.058901,5.516815,5.557418,5.668499,5.813443,4.005022,3.900786,3.730218,3.384374,4.005022,3.900786,3.730218,3.384374,5.601438,5.851438,6.945747,8.047785,5.601438,5.851438,6.945747,8.047785,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241,4.570241
C000153,39,2,5,8,1,,4.477004,4.305590,4.049085,3.969881,4.477004,4.305590,4.049085,3.969881,5.144195,4.758823,4.237611,4.142371,5.144195,4.758823,4.237611,4.142371,4.093140,3.889988,3.735862,3.735862,4.093140,3.889988,3.735862,3.735862,4.795845,3.878540,5.424332,5.424332,4.795845,3.878540,5.424332,5.424332,5.256996,4.946125,6.117718,6.117718,5.256996,4.946125,6.117718,6.117718,5.258584,6.522113,6.520301,6.520301,6.157634,5.944599,6.207615,6.207615,5.338969,5.218200,4.859487,4.697411,4.652995,4.719660,4.937884,5.127083,5.269933,4.938177,4.356997,6.065253,5.269933,4.938177,4.356997,6.065253,5.395782,5.419599,5.006365,5.017221,5.395782,5.419599,5.006365,5.017221,5.443550,5.538599,5.753809,5.739696,3.623219,3.740522,3.623219,3.740522,4.427083,4.166667,3.906250,3.906250,4.427083,4.166667,3.906250,3.906250,4.947917,5.208333,5.468750,4.947917,4.889555,5.037203,5.441133,5.968201,4.889555,5.037203,5.441133,5.968201,4.916931,4.957534,5.068615,5.213558,4.688861,4.656265,4.602927,4.493903,4.688861,4.656265,4.602927,4.493903,3.882742,4.132742,5.225897,6.312499,3.882742,4.132742,5.225897,6.312499,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880,4.462880
C000154,39,3,6,8,1,,3.879197,3.847536,3.888099,3.945063,3.879197,3.847536,3.888099,3.945063,4.260967,4.083048,3.846153,3.888539,4.260967,4.083048,3.846153,3.888539,3.646091,3.640649,3.711967,3.711967,3.646091,3.640649,3.711967,3.711967,5.654751,3.958174,3.719843,3.719843,5.654751,3.958174,3.719843,3.719843,4.373570,6.551290,6.058787,6.058787,4.373570,6.551290,6.058787,6.058787,4.611854,6.364972,6.471696,6.471696,5.992875,6.269214,5.752334,5.752334,4.413175,4.372570,4.444289,4.676082,5.582394,5.611419,5.626427,5.562943,4.379525,4.237962,6.304461,5.966452,4.379525,4.237962,6.304461,5.966452,4.431269,5.011642,4.220976,5.017221,4.431269,5.011642,4.220976,5.017221,4.429897,4.442185,4.673875,4.692287,6.537826,6.393366,6.537826,6.393366,4.947917,4.687500,4.166667,3.906250,4.947917,4.687500,4.166667,3.906250,4.947917,6.250000,4.947917,4.947917,4.361211,4.508859,4.912789,5.439857,4.361211,4.508859,4.912789,5.439857,4.626342,4.666945,4.778026,4.922969,5.391395,5.432398,5.499495,5.633766,5.391395,5.432398,5.499495,5.633766,5.755929,6.005929,7.100343,8.203768,5.755929,6.005929,7.100343,8.203768,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987,6.133987
C000155,39,4,7,8,1,,3.757158,3.754026,3.855235,3.939997,3.757158,3.754026,3.855235,3.939997,4.080660,3.945092,3.766238,3.836721,4.080660,3.945092,3.766238,3.836721,3.554828,3.589747,3.707090,3.707090,3.554828,3.589747,3.707090,3.707090,5.830093,4.377430,5.942845,5.942845,5.830093,4.377430,5.942845,5.942845,4.193222,4.113109,5.642104,5.642104,4.193222,4.113109,5.642104,5.642104,4.479827,3.578708,3.629760,3.629760,4.321349,4.362895,4.416004,4.416004,4.231031,4.225674,4.400256,4.675624,5.766837,5.776552,5.727373,5.610539,4.197752,6.815779,3.807003,6.011401,4.197752,6.815779,3.807003,6.011401,4.234368,4.173712,5.006365,2.985521,4.234368,4.173712,5.006365,2.985521,4.222965,4.218357,4.355850,4.369060,3.262761,3.724062,3.262761,3.724062,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,5.729167,4.947917,4.947917,3.957964,4.105612,4.509542,5.036610,3.957964,4.105612,4.509542,5.036610,4.404556,4.445159,4.556240,4.701183,6.166782,6.289016,6.489036,6.891832,6.166782,6.289016,6.489036,6.891832,5.602736,5.852736,6.947046,8.049096,5.602736,5.852736,6.947046,8.049096,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122,5.158122
C000156,40,1,8,8,1,,5.505417,5.093585,4.326031,4.012576,5.505417,5.093585,4.326031,4.012576,6.663621,5.921365,4.911041,4.579040,6.663621,5.921365,4.911041,4.579040,4.862201,4.318928,3.776968,3.776968,4.862201,4.318928,3.776968,3.776968,3.318261,5.564834,4.683555,4.683555,3.318261,5.564834,4.683555,4.683555,6.776762,6.136218,4.388325,4.388325,6.776762,6.136218,4.388325,4.388325,6.371158,5.496374,5.271222,5.271222,6.813970,6.697427,6.505824,6.505824,7.070140,7.311877,7.961933,9.580771,2.948707,2.807877,2.441904,2.075438,6.801710,6.142765,5.142749,4.986335,6.801710,6.142765,5.142749,4.986335,7.055042,7.199543,7.748237,5.017221,7.055042,7.199543,7.748237,5.017221,6.696409,6.356603,5.753809,5.739696,5.150819,6.376160,5.150819,6.376160,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,5.989583,4.947917,4.947917,5.602726,5.750373,6.154303,6.681372,5.602726,5.750373,6.154303,6.681372,5.309174,5.349777,5.460858,5.605802,4.255799,4.177835,4.050257,3.791260,4.255799,4.177835,4.050257,3.791260,5.655463,5.905463,6.999809,8.102332,5.655463,5.905463,6.999809,8.102332,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538,5.041538
C000157,40,2,9,8,1,,2.640989,2.898790,3.554657,3.893659,2.640989,2.898790,3.554657,3.893659,2.431579,2.683348,3.035344,3.362791,2.431579,2.683348,3.035344,3.362791,2.720142,3.124205,3.662476,3.662476,2.720142,3.124205,3.662476,3.662476,7.433762,6.463307,5.263949,5.263949,7.433762,6.463307,5.263949,5.263949,2.543772,5.209494,3.586934,3.586934,2.543772,5.209494,3.586934,3.586934,3.272315,4.375992,4.660512,4.660512,2.729946,2.872423,3.081767,3.081767,2.666439,3.192831,4.238301,4.675114,7.374407,7.060591,6.281799,5.791455,2.535266,2.787639,6.168398,2.897187,2.535266,2.787639,6.168398,2.897187,2.433520,5.011642,1.535309,0.010000,2.433520,5.011642,1.535309,0.010000,2.330368,2.171237,1.447204,1.412837,3.578765,3.791846,3.578765,3.791846,4.427083,4.166667,3.906250,3.906250,4.427083,4.166667,3.906250,3.906250,5.468750,5.468750,4.947917,4.947917,5.046227,5.193874,5.597804,6.124873,5.046227,5.193874,5.597804,6.124873,5.003100,5.043703,5.154784,5.299727,5.178212,5.196881,5.227432,5.287876,5.178212,5.196881,5.227432,5.287876,5.514419,5.764419,6.858671,7.959927,5.514419,5.764419,6.858671,7.959927,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959,4.716959
C000158,40,3,10,8,1,,4.446431,4.282164,4.040852,3.968612,4.446431,4.282164,4.040852,3.968612,5.099025,4.724262,4.217591,4.129389,5.099025,4.724262,4.217591,4.129389,4.070276,3.877236,3.734640,3.734640,4.070276,3.877236,3.734640,3.734640,4.839772,4.227839,3.828848,3.828848,4.839772,4.227839,3.828848,3.828848,5.211815,6.353512,5.768061,5.768061,5.211815,6.353512,5.768061,5.768061,5.225508,3.895657,3.825404,3.825404,6.258581,6.029962,6.102274,6.102274,5.290237,5.169333,4.826489,4.694107,4.701590,4.768817,4.982664,5.161143,5.224395,4.902366,6.257499,6.004805,5.224395,4.902366,6.257499,6.004805,5.346454,5.011642,5.006365,5.017221,5.346454,5.011642,5.006365,5.017221,5.391709,5.482525,5.753809,5.739696,4.032349,5.155116,4.032349,5.155116,4.427083,4.166667,3.906250,3.906250,4.427083,4.166667,3.906250,3.906250,5.468750,4.947917,5.468750,4.947917,4.866040,5.013688,5.417618,5.944686,4.866040,5.013688,5.417618,5.944686,4.903997,4.944600,5.055681,5.200625,3.240936,3.056653,2.755099,2.144644,3.240936,3.056653,2.755099,2.144644,5.625623,5.875623,6.969949,8.072204,5.625623,5.875623,6.969949,8.072204,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648,4.187648
C000159,40,4,11,8,1,,5.352419,4.976354,4.284830,4.006224,5.352419,4.976354,4.284830,4.006224,6.437574,5.748412,4.810854,4.514076,6.437574,5.748412,4.810854,4.514076,4.747787,4.255114,3.770852,3.770852,4.747787,4.255114,3.770852,3.770852,2.232563,4.061934,4.793762,4.793762,2.232563,4.061934,4.793762,4.793762,6.550664,5.959166,5.902774,5.902774,6.550664,5.959166,5.902774,5.902774,6.205639,6.538967,6.372191,6.372191,6.595829,6.493121,6.322934,6.322934,6.800931,6.937253,7.100290,6.874045,3.211030,3.126721,2.971572,2.904842,6.573825,6.892751,6.286496,6.028093,6.573825,6.892751,6.286496,6.028093,6.808191,6.934738,7.416385,5.017221,6.808191,6.934738,7.416385,5.017221,6.696409,6.356603,5.753809,5.739696,5.064106,5.445114,5.064106,5.445114,3.125000,3.385417,3.645833,3.906250,3.125000,3.385417,3.645833,3.906250,3.385417,3.125000,4.947917,4.947917,5.463076,5.610724,6.014654,6.541722,5.463076,5.610724,6.014654,6.541722,5.232367,5.272970,5.384051,5.528995,4.869380,4.855696,4.833304,4.786797,4.869380,4.855696,4.833304,4.786797,4.611397,4.861397,5.955042,7.048188,4.611397,4.861397,5.955042,7.048188,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843,3.566843
C000160,41,1,12,8,1,,4.259162,4.138674,3.990422,3.960838,4.259162,4.138674,3.990422,3.960838,4.822344,4.512569,4.094963,4.049874,4.822344,4.512569,4.094963,4.049874,3.930234,3.799128,3.727155,3.727155,3.930234,3.799128,3.727155,3.727155,5.108833,5.955742,5.581246,5.581246,5.108833,5.955742,5.581246,5.581246,4.935073,4.694034,4.039656,4.039656,4.935073,4.694034,4.039656,4.039656,3.594854,5.008918,5.005515,5.005515,6.474854,5.992181,6.160033,6.160033,4.995040,4.883971,4.657935,4.682226,4.996721,5.061283,5.231928,5.336429,4.945465,4.683017,4.190556,4.077389,4.945465,4.683017,4.190556,4.077389,5.044310,5.011642,5.045116,5.017221,5.044310,5.011642,5.045116,5.017221,5.074172,5.139063,5.664031,5.698639,5.787176,6.538550,5.787176,6.538550,4.166667,4.166667,3.906250,3.906250,4.166667,4.166667,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,6.616641,6.764289,7.168219,7.695287,6.616641,6.764289,7.168219,7.695287,5.866828,5.907431,6.018512,6.163456,3.840881,3.719450,3.520743,3.118055,3.840881,3.719450,3.520743,3.118055,6.086171,6.336171,7.430807,8.537198,6.086171,6.336171,7.430807,8.537198,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028,4.781028
C000161,41,2,13,8,1,,4.064157,3.989257,3.937908,3.952742,4.064157,3.989257,3.937908,3.952742,4.534235,4.292131,3.967269,3.967074,4.534235,4.292131,3.967269,3.967074,3.784407,3.717794,3.719360,3.719360,3.784407,3.717794,3.719360,3.719360,5.389008,6.016908,3.464566,3.464566,5.389008,6.016908,3.464566,3.464566,4.646899,6.214678,3.985099,3.985099,4.646899,6.214678,3.985099,3.985099,4.811950,4.932645,4.963939,4.963939,3.494490,3.930460,3.944713,3.944713,4.693595,4.610825,4.531194,4.677671,5.299476,5.350618,5.450966,5.470053,4.655014,4.454606,6.157309,3.935163,4.655014,4.454606,6.157309,3.935163,4.729686,4.705056,5.006365,5.017221,4.729686,4.705056,5.006365,5.017221,4.743518,4.781412,5.155865,5.182161,3.843943,3.809952,3.843943,3.809952,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,3.906250,4.427083,4.427083,4.947917,4.947917,5.965107,6.112754,6.516684,7.043753,5.965107,6.112754,6.516684,7.043753,5.508484,5.549087,5.660168,5.805112,5.016873,5.018641,5.021533,5.026104,5.016873,5.018641,5.021533,5.026104,3.166334,3.416334,4.509007,5.589176,3.166334,3.416334,4.509007,5.589176,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570,4.750570
C000162,41,3,14,8,1,,4.233738,4.119194,3.983575,3.959782,4.233738,4.119194,3.983575,3.959782,4.784782,4.483829,4.078314,4.039079,4.784782,4.483829,4.078314,4.039079,3.911222,3.788524,3.726139,3.726139,3.911222,3.788524,3.726139,3.726139,5.145361,3.960931,5.599560,5.599560,5.145361,3.960931,5.599560,5.599560,6.204903,4.664613,6.043546,6.043546,6.204903,4.664613,6.043546,6.043546,4.995409,6.422635,6.463986,6.463986,3.780699,3.875873,4.111531,4.111531,4.955397,4.847014,4.638927,4.681338,5.036455,5.099868,5.262683,5.356356,4.907597,6.747410,4.171131,6.079312,4.907597,6.747410,4.171131,6.079312,5.003291,4.998561,4.989972,4.985504,5.003291,4.998561,4.989972,4.985504,5.031062,5.092434,5.597778,5.631303,4.007363,4.576451,4.007363,4.576451,4.166667,4.166667,3.906250,3.906250,4.166667,4.166667,3.906250,3.906250,4.947917,4.947917,4.947917,4.947917,5.089662,5.237310,5.641240,6.168308,5.089662,5.237310,5.641240,6.168308,5.026990,5.067592,5.178674,5.323617,6.487643,6.643491,6.898516,7.412429,6.487643,6.643491,6.898516,7.412429,4.843824,5.093824,6.187625,7.282858,4.843824,5.093824,6.187625,7.282858,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771,3.101771
C000163,41,4,15,8,1,,3.702527,3.712167,3.840523,3.937729,3.702527,3.712167,3.840523,3.937729,3.999946,3.883336,3.730465,3.813525,3.999946,3.883336,3.730465,3.813525,3.513975,3.566962,3.704906,3.704906,3.513975,3.566962,3.704906,3.704906,5.908584,3.665966,5.982196,5.982196,5.908584,3.665966,5.982196,5.982196,4.112490,4.049889,6.358409,6.358409,4.112490,4.049889,6.358409,6.358409,4.420726,6.542974,6.688116,6.688116,4.243459,4.289944,4.350700,4.350700,4.150228,4.162434,4.383326,4.675496,5.848833,5.848741,5.769134,5.628958,4.116382,4.031027,3.765263,6.000867,4.116382,4.031027,3.765263,6.000867,4.146226,4.079159,3.837780,5.017221,4.146226,4.079159,3.837780,5.017221,4.130332,4.118162,4.213487,4.224368,4.592554,5.883801,4.592554,5.883801,4.947917,4.427083,4.166667,3.906250,4.947917,4.427083,4.166667,3.906250,6.250000,6.250000,6.510417,4.947917,4.936035,5.083683,5.487613,6.014681,4.936035,5.083683,5.487613,6.014681,4.942495,4.983098,5.094179,5.239122,3.917885,3.804520,3.619015,3.242994,3.917885,3.804520,3.619015,3.242994,5.356525,5.606525,6.700670,7.800508,5.356525,5.606525,6.700670,7.800508,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716,5.624716
C000164,42,1,16,8,1,,4.050601,3.978870,3.934257,3.952179,4.050601,3.978870,3.934257,3.952179,4.514207,4.276807,3.958392,3.961318,4.514207,4.276807,3.958392,3.961318,3.774269,3.712140,3.718819,3.718819,3.774269,3.712140,3.718819,3.718819,5.408485,6.021160,3.572701,3.572701,5.408485,6.021160,3.572701,3.572701,4.626866,4.452685,3.981306,3.981306,4.626866,4.452685,3.981306,3.981306,4.797285,4.927343,4.961048,4.961048,3.614286,3.941823,4.046460,4.046460,4.672861,4.592695,4.523852,4.677495,5.320351,5.370175,5.464828,5.477855,4.634823,4.438728,4.031207,3.925276,4.634823,4.438728,4.031207,3.925276,4.707814,4.681593,4.592749,4.216964,4.707814,4.681593,4.592749,4.216964,4.720532,4.756549,5.120538,5.146257,5.952344,6.015572,5.952344,6.015572,4.427083,4.166667,4.166667,3.906250,4.427083,4.166667,4.166667,3.906250,5.468750,5.468750,4.947917,4.947917,4.461599,4.609247,5.013177,5.540245,4.461599,4.609247,5.013177,5.540245,4.681555,4.722158,4.833239,4.978183,1.769101,1.430626,0.876757,0.010000,1.769101,1.430626,0.876757,0.010000,7.293594,7.543594,8.639041,9.756275,7.293594,7.543594,8.639041,9.756275,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064,6.689064
C000165,42,2,17,8,1,,4.401432,4.247685,4.028734,3.966744,4.401432,4.247685,4.028734,3.966744,5.032541,4.673394,4.188124,4.110283,5.032541,4.673394,4.188124,4.110283,4.036625,3.858467,3.732841,3.732841,4.036625,3.858467,3.732841,3.732841,4.904425,5.911117,3.144184,3.144184,4.904425,5.911117,3.144184,3.144184,5.145316,4.858671,4.079459,4.079459,5.145316,4.858671,4.079459,4.079459,3.903845,5.064565,5.035847,5.035847,5.900116,6.101573,6.246641,6.246641,5.218787,5.098598,4.780946,4.690114,4.772903,4.840440,5.046399,5.208279,5.157370,4.849658,4.299257,4.181152,5.157370,4.849658,4.299257,4.181152,5.273851,5.288800,5.006365,5.017221,5.273851,5.288800,5.006365,5.017221,5.315407,5.399994,5.753809,5.739696,4.294167,4.737121,4.294167,4.737121,4.687500,4.427083,4.166667,3.906250,4.687500,4.427083,4.166667,3.906250,5.729167,4.947917,4.947917,4.947917,3.994488,4.142136,4.546066,5.073134,3.994488,4.142136,4.546066,5.073134,4.424644,4.465247,4.576328,4.721271,4.697899,4.666250,4.614461,4.508568,4.697899,4.666250,4.614461,4.508568,4.411009,4.661009,5.754519,6.845866,4.411009,4.661009,5.754519,6.845866,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053,6.263053
