DUT,XCoord,YCoord,Bin,subject_01,subject_02,subject_03,subject_04,subject_05,subject_06,subject_07,subject_08,subject_09,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22,subject_23,subject_24,subject_25,subject_26,subject_27,subject_28,subject_29,subject_30,subject_31,subject_32,subject_33,subject_34,subject_35,subject_36,subject_37,subject_38,subject_39,subject_40,subject_41,subject_42,subject_43,subject_44,subject_45,subject_46,subject_47,subject_48,subject_49,subject_50
232,8.0,9.0,1.0,-0.877,0.361,-0.895,-1.689,0.231,0.075,0.479,-1.211,-0.393,-1.855,0.574,-1.352,2.127,0.383,0.828,0.673,0.763,-0.330,-0.872,-1.078,-1.149,0.928,0.227,-1.344,0.601,-1.130,0.729,-1.360,1.752,1.358,0.156,-1.117,-0.241,1.195,0.715,0.068,-0.741,0.021,0.680,-0.484,0.511,-0.366,0.056,-0.532,0.132,-0.216,0.145,0.459,-1.868,1.161
233,21.0,1.0,1.0,-0.031,1.719,-1.756,-1.061,0.378,0.117,1.164,-0.620,1.624,-0.924,-1.037,-1.545,1.256,-0.061,1.235,0.440,0.205,0.948,0.712,0.604,-0.940,0.565,0.812,-0.329,0.425,-0.632,1.312,-0.392,2.099,0.016,0.232,0.222,-0.336,0.920,-0.018,-0.113,1.188,-0.415,0.136,0.216,-0.170,1.008,1.037,-0.436,0.814,-0.378,-1.804,0.001,-0.930,-0.202
234,17.0,9.0,1.0,0.364,1.141,0.214,0.455,0.228,-0.387,1.736,-0.590,1.561,-0.057,0.293,-1.590,1.064,-1.273,-1.522,1.564,0.942,0.512,-0.330,0.283,0.228,0.896,2.151,0.216,1.481,-0.477,-0.844,-0.816,0.806,-0.467,2.104,-0.239,0.960,-0.077,0.597,-0.934,0.401,-0.570,0.293,-2.102,0.086,-2.047,-0.248,-1.009,0.458,0.438,-0.918,0.614,-0.438,0.568
235,28.0,6.0,1.0,-0.317,-0.189,0.200,-2.085,0.292,-0.080,1.373,-1.878,1.311,-0.337,-1.355,-1.525,1.479,-1.518,1.805,0.163,0.077,-0.889,0.116,-0.961,0.406,0.296,0.767,-0.148,1.284,0.036,0.001,-0.727,0.846,1.342,1.470,-0.885,0.307,-0.687,0.595,-0.157,1.902,-1.150,-0.440,-0.370,0.665,-1.101,2.193,-0.828,0.686,0.378,-0.593,0.755,-2.815,1.558
236,19.0,1.0,1.0,0.497,0.406,0.228,-0.904,-0.642,-1.153,0.659,-0.217,1.643,-1.360,-2.673,-1.404,1.369,-0.057,1.417,0.921,1.315,-0.802,0.440,1.737,2.196,-0.220,-0.956,-1.247,1.159,-1.227,1.042,0.205,0.336,-0.347,1.756,-0.387,0.014,1.020,0.656,-0.314,0.220,0.400,1.076,-0.160,0.869,-0.328,-1.083,0.268,-0.088,-0.347,-0.729,-1.216,-0.258,1.071
237,14.0,5.0,1.0,0.561,1.198,0.909,-2.077,0.182,-0.401,0.528,0.004,1.362,-1.043,-1.354,-1.116,-0.618,-0.583,1.093,1.642,0.758,-1.075,-0.154,0.998,-0.618,0.531,0.033,0.200,0.240,0.173,0.582,0.035,1.074,1.386,1.354,-1.774,0.477,0.936,0.920,-0.229,0.125,0.366,0.843,-1.356,0.684,0.491,0.717,-0.692,-1.279,-0.137,-0.433,1.183,-1.289,1.553
238,12.0,2.0,1.0,0.366,-0.077,-0.238,-0.251,-1.333,-0.366,1.598,-1.215,0.889,-1.178,-2.404,-0.888,0.343,-1.153,0.062,0.284,-0.765,-0.476,-0.592,-1.371,0.299,0.780,1.666,-1.839,1.871,-0.059,1.261,0.837,0.134,0.929,-0.498,-1.206,-0.941,-0.216,1.101,-0.230,-0.921,-1.195,0.735,-0.324,-0.645,-0.651,0.376,-0.392,-0.239,-0.049,-0.189,0.824,-1.207,0.145
239,11.0,3.0,1.0,-0.686,0.526,1.884,-1.209,0.152,-0.489,1.499,-1.395,-0.278,0.401,-2.001,-1.679,0.856,-0.843,-0.126,0.618,0.789,-0.572,-0.116,0.568,-0.827,0.552,-0.319,-0.881,1.903,1.145,1.065,-1.295,1.865,0.418,0.820,0.006,0.413,-0.706,0.828,-0.531,-0.361,-1.114,0.725,0.790,0.626,0.685,-0.187,-0.248,-0.342,1.028,-0.597,0.306,-1.486,1.069
240,18.0,1.0,1.0,-0.387,0.276,0.393,2.003,0.000,-0.367,1.471,-0.082,0.628,-1.287,-2.043,-0.266,0.671,-0.399,1.734,0.465,0.906,1.811,-0.304,0.393,-2.092,-0.344,0.474,-1.135,1.242,-0.814,1.358,0.535,2.061,0.591,0.374,1.153,1.538,-0.081,-0.527,-0.008,0.855,1.055,-0.268,-1.063,0.199,0.541,-1.330,-0.275,-0.295,0.980,-0.162,0.528,-1.091,1.098
241,18.0,9.0,1.0,-0.486,1.110,2.027,-0.675,-0.963,0.617,1.119,0.718,1.564,-1.019,0.185,-1.784,1.645,-0.026,-0.362,0.708,0.185,-0.173,-0.055,0.955,-0.178,0.277,1.327,-1.223,0.980,-2.524,1.916,-1.788,-1.264,0.556,0.678,-0.062,1.557,0.923,2.138,0.667,0.089,0.203,-1.660,-0.753,-0.001,0.032,2.117,-0.262,-1.110,2.308,-0.649,1.067,-1.640,1.169
242,28.0,7.0,1.0,-0.009,0.270,-1.149,-0.816,-0.705,-0.993,1.905,-1.559,1.195,-0.498,-0.773,-1.465,-0.632,0.376,1.004,0.123,2.544,1.278,-0.569,-0.194,-1.262,0.690,2.377,-1.488,0.165,-0.212,0.660,-1.076,1.605,0.079,-0.487,0.586,-1.549,1.411,0.738,-0.199,-0.668,0.472,0.228,0.656,0.323,1.308,0.113,-0.191,-0.051,0.683,-0.923,1.080,1.326,-0.620
243,20.0,8.0,1.0,-0.479,0.993,0.192,-0.540,0.112,-0.232,-0.706,-0.014,0.342,0.035,-1.645,-1.622,0.279,-0.862,1.828,0.392,1.582,1.329,-1.001,0.899,0.104,0.527,0.902,-1.257,1.555,0.169,0.695,0.555,-0.567,0.347,1.713,0.330,-1.035,-0.529,1.049,-0.533,-1.408,-0.153,-0.595,-0.862,1.055,0.787,-0.374,0.947,0.287,0.065,-1.999,0.773,-0.944,0.529
244,16.0,1.0,1.0,1.361,0.840,-0.068,-2.448,0.396,-0.559,1.065,0.169,1.144,0.743,-0.461,-1.332,1.208,-0.275,0.815,0.983,1.402,1.207,0.229,1.815,1.300,-0.556,-0.365,-1.163,1.138,1.306,0.680,-1.384,2.903,1.818,-1.516,-0.288,1.153,0.051,1.139,-0.133,-0.019,-0.600,-0.569,-0.167,2.205,1.473,-0.340,0.916,0.223,0.270,-1.098,0.114,0.230,0.677
245,7.0,10.0,1.0,-0.025,0.242,0.586,1.311,-1.388,-0.871,0.846,-0.479,1.240,-0.074,-0.438,-0.442,0.868,-0.821,0.423,0.396,0.765,2.744,0.290,-0.241,-0.520,0.999,0.966,-0.418,0.427,-0.558,1.377,-1.119,0.293,0.365,-0.437,-0.680,1.260,1.387,0.418,0.770,-0.536,0.396,-0.843,0.418,1.064,1.192,-0.667,0.061,0.990,0.868,-0.707,0.387,-2.655,0.777
246,24.0,2.0,1.0,-0.324,2.357,-0.593,-2.043,1.302,0.145,0.280,1.893,1.599,-0.203,-0.320,0.716,1.685,-0.737,1.862,0.800,0.944,2.891,0.228,-0.119,-0.589,0.740,0.362,-1.400,0.024,0.488,-0.249,-0.272,-0.515,-0.131,0.759,1.675,0.303,0.629,0.301,-0.502,-0.577,0.087,-0.154,-1.215,0.877,-0.009,1.989,0.163,0.103,0.574,-0.037,-0.200,-0.284,1.259
247,17.0,7.0,1.0,-0.154,1.670,2.546,-2.075,-0.614,0.126,0.452,-0.290,1.051,-0.869,-0.862,-1.171,0.602,-1.464,2.332,1.449,0.850,0.843,0.022,0.952,-0.934,0.678,2.277,-0.297,0.777,-0.468,0.100,0.771,2.577,0.660,1.264,-0.169,0.678,0.789,1.270,-0.699,-1.696,0.688,-0.722,-0.697,1.356,0.039,0.913,0.487,-0.078,1.132,-0.127,0.072,-2.879,0.996
248,26.0,2.0,1.0,-1.487,-0.116,1.190,-0.551,0.717,-0.175,0.156,0.765,0.925,-0.918,0.480,-1.024,0.778,-1.114,1.796,1.111,0.242,0.031,-0.285,1.048,-0.720,0.235,1.347,-1.015,1.298,-0.692,1.782,-0.135,1.336,-0.137,1.149,-1.349,0.663,0.699,0.765,-0.889,0.448,0.352,0.135,-1.552,0.018,0.697,0.051,0.862,0.125,0.028,-1.849,0.570,0.527,1.276
249,2.0,4.0,1.0,0.809,0.139,-0.157,-0.311,-0.890,-1.221,1.523,-0.911,2.657,-0.797,-0.493,-1.123,1.594,-0.072,0.974,0.592,0.879,0.747,-0.220,-0.584,-2.436,0.452,1.512,-0.719,0.434,0.930,2.025,-1.223,0.959,1.366,2.138,-1.103,0.641,-1.059,0.373,-0.922,-0.242,-0.180,1.313,-0.223,2.013,0.426,2.325,0.593,0.288,-1.368,0.142,1.481,0.039,0.346
250,15.0,2.0,1.0,-0.249,0.379,-0.060,-0.693,-2.253,0.358,0.571,1.443,2.710,-2.777,-0.779,-0.494,0.470,-0.185,0.646,0.291,-0.738,-0.276,-0.081,0.917,0.750,-0.008,2.457,-1.159,1.425,-1.150,0.896,0.359,2.953,0.399,-0.597,-2.136,-0.779,0.701,1.396,-1.619,0.282,0.186,0.093,-0.984,0.474,0.789,0.097,0.248,0.040,-0.284,-0.159,0.243,-0.809,1.401
251,5.0,9.0,16.0,1.174,0.208,0.383,-0.092,-1.372,-0.541,1.165,-0.851,0.254,-0.040,-1.762,-1.665,1.457,-0.536,0.113,0.871,-0.266,0.142,-0.531,-1.853,-0.219,0.802,2.208,0.002,0.187,0.641,-0.390,-0.877,-0.071,1.951,1.019,-0.291,0.617,1.442,1.273,-7.164,,,,,,,,,,,,,,
252,22.0,4.0,1.0,0.431,0.696,0.841,-2.836,-0.815,0.129,1.004,-0.707,1.057,-0.592,-0.102,-0.336,0.191,-0.589,0.632,-0.054,-0.031,-0.404,-0.928,-1.565,1.122,0.697,-1.457,-0.810,0.619,-0.059,0.876,-0.609,1.050,0.026,1.696,-1.174,0.945,0.776,0.998,-0.197,0.594,-0.332,-1.170,-1.481,1.093,-0.881,0.667,0.082,0.117,0.178,0.071,-0.227,-1.957,1.069
253,20.0,6.0,1.0,-0.043,1.607,0.663,-2.571,0.451,-1.490,1.313,-0.209,0.738,0.209,-0.653,-0.350,1.851,-0.688,-1.039,0.639,1.820,0.548,-0.900,-1.598,0.212,0.401,0.515,-1.068,1.176,-0.288,0.908,-0.652,0.112,0.185,0.224,-1.453,0.897,0.154,0.560,0.247,-1.153,0.098,-1.043,-0.188,1.006,-0.094,-0.307,0.330,1.086,0.795,-0.715,-0.708,-0.098,0.171
254,10.0,4.0,1.0,-1.112,0.015,0.941,0.550,-1.253,-0.103,0.553,-1.094,1.013,-0.709,-0.794,-0.129,-0.237,-0.757,0.521,-0.513,-0.054,2.221,-0.197,0.885,-0.589,0.824,1.839,-0.290,1.214,0.322,1.508,0.734,-0.222,-0.024,1.312,-0.511,0.346,0.330,1.808,-0.742,0.545,0.353,-0.673,-0.068,1.307,0.161,-0.449,-0.934,-0.392,-0.202,-0.809,0.636,-0.155,1.092
255,3.0,10.0,1.0,-0.927,1.267,-0.179,1.235,0.967,-0.686,0.184,-1.012,0.746,-1.149,-2.188,-1.132,0.898,0.616,0.602,0.641,1.697,-0.714,1.046,-1.738,0.278,-0.557,-0.363,-0.775,0.937,-0.538,0.251,-1.632,1.454,0.328,1.986,-0.299,0.195,0.547,0.994,-0.975,-0.891,-0.104,-1.003,0.553,0.283,1.292,0.451,-0.480,-1.637,-0.851,-1.119,-0.518,0.084,0.991
256,13.0,2.0,1.0,-0.801,-0.155,-0.051,-1.089,-0.333,-0.444,-0.825,1.106,1.759,0.123,-0.921,-0.414,0.951,-0.221,-0.102,0.377,1.897,0.049,0.273,0.644,-0.322,0.322,1.426,-1.868,1.297,0.746,1.365,-0.620,0.244,0.155,0.243,-1.151,1.551,0.385,0.625,-0.807,0.899,0.105,1.597,0.237,0.415,0.525,0.097,0.595,0.154,0.797,-0.330,-0.974,-1.531,0.832
257,7.0,3.0,1.0,0.501,-0.036,-0.811,1.357,-1.110,0.657,1.085,-0.404,-0.097,0.025,-0.190,-0.567,0.596,-0.286,1.191,0.291,-0.097,0.837,-0.468,-0.374,-0.799,0.422,1.412,-1.602,0.395,1.011,2.029,-0.508,0.802,0.896,1.358,0.386,2.186,-0.584,0.157,-0.113,-1.631,1.026,0.300,-1.250,0.574,-0.073,0.004,0.104,0.397,0.597,0.202,1.045,-0.872,0.143
258,1.0,10.0,1.0,-0.658,0.274,1.177,-2.185,0.647,-1.515,0.781,-1.205,0.227,-0.755,0.498,-1.431,1.624,-0.019,1.546,0.713,1.059,2.675,0.030,1.817,-1.295,0.990,1.903,-1.120,1.342,-0.426,1.396,-0.084,1.349,-1.023,0.599,0.092,1.145,-0.611,1.440,-0.496,-0.858,-0.497,-0.034,-0.950,-0.182,-0.194,2.766,-0.227,0.438,0.184,-1.330,0.781,0.310,0.198
259,19.0,8.0,1.0,-0.933,1.224,1.060,-3.048,-1.792,0.129,-0.919,1.608,0.061,-0.843,0.046,-0.594,0.902,-0.410,2.230,0.558,-1.209,1.646,-0.637,-0.779,-0.501,0.154,-0.168,-1.302,0.905,0.073,1.197,-1.189,3.133,0.039,0.119,-1.691,0.340,0.487,1.450,-1.695,-0.482,-0.364,1.481,0.247,0.028,0.683,-1.198,0.264,0.073,-0.718,-0.043,0.126,-0.967,0.978
260,34.0,4.0,1.0,0.387,0.736,0.497,-1.568,-1.372,0.120,0.627,-2.259,0.230,-0.047,-0.861,-0.104,0.562,-0.023,1.030,-1.117,0.653,-1.794,0.347,-0.907,0.905,0.352,-0.593,0.277,0.394,0.389,1.827,-1.198,0.821,0.246,0.984,0.197,0.889,2.648,1.099,0.341,0.325,0.910,-1.166,-0.017,0.305,-2.442,-0.276,0.361,0.127,-0.012,-0.825,-0.002,1.195,1.409
261,35.0,1.0,17.0,0.221,-0.129,-0.398,-1.038,0.819,-0.607,1.500,-0.250,2.008,0.110,-0.655,-2.147,0.775,-0.219,-0.267,0.613,0.646,0.652,-0.501,-0.487,-0.249,-0.069,2.265,-1.182,0.155,0.461,1.187,-1.481,0.334,1.563,2.025,-0.329,0.233,-0.308,-0.018,0.378,-0.778,1.098,-0.458,7.464,,,,,,,,,,
262,24.0,10.0,1.0,-1.175,0.813,0.400,-0.089,1.124,0.998,-0.999,-1.548,2.235,-1.049,-1.233,-0.379,1.463,-0.650,0.958,0.904,-0.067,0.278,-0.705,0.478,0.047,1.473,2.340,-1.022,2.386,-0.431,0.536,-1.134,-0.022,0.731,1.052,0.166,1.888,0.886,0.419,-0.022,1.361,0.764,-0.399,-0.756,0.883,-0.474,1.085,0.187,0.562,0.407,-0.254,0.435,-1.078,0.981
263,18.0,8.0,1.0,0.091,1.105,1.095,-1.838,0.394,-0.669,0.888,-0.701,1.109,-0.559,-0.413,-0.503,-0.580,1.467,0.115,-0.165,0.404,-0.768,-0.775,-0.656,0.651,-0.165,0.979,-1.089,0.989,-0.160,0.766,0.467,0.414,1.411,1.548,-1.615,0.374,0.285,0.281,-0.712,0.117,0.088,0.133,0.837,1.220,-0.985,-0.112,-0.404,0.071,-0.071,-1.203,0.383,-0.834,1.272
264,3.0,5.0,1.0,-0.342,0.356,1.273,-1.685,3.077,-0.850,1.144,-0.267,1.354,-0.533,-1.980,-0.699,0.560,-0.147,0.899,0.262,0.297,0.224,-0.251,-0.733,0.230,1.156,1.079,-0.839,1.026,-0.238,0.876,-1.918,2.017,-0.439,0.454,0.404,-0.192,1.043,-0.222,0.465,0.806,-0.583,-0.110,-0.314,0.110,1.021,-0.185,-1.367,-0.836,0.986,-0.474,-0.576,-0.841,0.369
265,9.0,5.0,1.0,-0.451,1.618,0.730,-1.126,1.490,-0.015,0.697,-0.669,1.191,-0.558,-0.990,-1.816,0.108,-0.764,-0.016,0.882,0.677,-0.327,0.059,-0.074,-0.797,0.261,0.827,-0.214,1.475,-1.716,2.191,-2.280,-0.106,1.609,0.449,-1.836,2.119,-0.299,0.378,-0.309,1.679,0.212,-0.222,-0.245,1.215,-0.274,-0.240,0.079,1.402,-0.492,-0.166,0.502,-0.884,0.135
266,21.0,2.0,1.0,0.432,0.921,2.044,-1.149,-0.058,-0.911,-0.180,-0.060,0.760,-0.563,-0.989,-1.888,-0.099,-0.937,0.613,-0.012,0.351,0.906,-0.720,1.652,-0.218,-0.186,1.181,-0.539,1.662,0.013,0.609,0.479,0.439,0.119,0.640,0.753,0.396,-1.180,0.504,-0.451,0.324,-1.522,1.387,-1.128,0.804,0.873,0.348,-0.466,1.505,-0.183,-0.334,-0.683,0.068,1.267
267,6.0,4.0,1.0,0.445,2.028,0.457,0.128,-0.540,-0.522,1.087,-1.352,2.133,-0.755,-1.240,-1.938,1.477,-0.575,1.794,0.577,0.727,0.048,0.131,0.911,-0.251,0.512,1.728,-1.320,1.316,0.004,-0.094,-2.434,1.950,1.900,0.755,-0.332,1.106,-0.352,1.060,-0.909,-0.926,-1.371,-0.063,-0.329,0.192,-0.293,-0.754,-0.188,-1.131,1.105,-1.964,0.509,-0.227,1.231
268,29.0,8.0,1.0,-1.269,1.369,-0.357,-1.294,-0.586,-0.357,0.793,-0.243,1.158,0.760,-0.962,-0.850,0.000,-0.016,0.744,1.103,0.118,1.882,-0.193,0.325,1.737,1.172,2.022,-0.933,-0.535,-0.197,1.132,-0.969,1.114,0.542,1.229,-0.351,0.180,-0.061,-0.281,0.313,1.550,0.684,-0.754,-0.844,1.152,-1.903,-0.230,-0.060,0.562,1.014,-0.275,-0.109,-1.296,0.499
269,18.0,5.0,1.0,-0.349,0.131,3.474,-1.043,-0.926,0.421,1.006,-0.915,0.141,-0.413,0.176,-1.049,1.835,-0.425,-0.620,1.796,1.432,0.607,-0.500,-0.186,0.174,-0.891,1.353,-2.164,0.404,-1.304,1.301,-0.958,-0.595,0.160,-0.460,-1.018,-0.858,1.931,-0.500,0.020,0.320,0.230,1.023,-0.371,0.528,-0.947,1.137,-0.947,1.486,-0.520,0.203,0.250,0.277,0.360
270,2.0,7.0,1.0,0.930,0.825,2.182,-0.947,-0.090,-0.579,0.702,-1.430,1.644,-0.811,0.756,-1.276,1.373,0.659,0.172,0.057,0.964,-0.113,-0.236,-2.003,-0.855,0.957,0.114,0.194,1.165,0.431,0.494,-0.116,2.784,-1.273,0.539,-1.192,0.956,1.967,0.846,0.444,1.089,-0.487,0.036,0.227,0.634,1.694,-0.315,-0.371,-1.245,1.079,-0.115,0.212,-0.690,1.571
271,1.0,6.0,1.0,0.416,0.484,0.374,-1.786,-0.699,-0.182,1.617,-2.285,1.949,-1.999,-1.922,-0.378,-0.071,0.224,2.335,-0.076,-0.642,0.182,0.012,0.406,-0.494,0.462,1.766,-1.006,0.641,0.659,1.165,-0.796,0.481,0.224,-0.589,-0.277,-0.466,0.926,0.837,-0.507,0.566,-0.640,0.109,-0.471,1.538,2.407,1.808,-0.188,-0.534,-0.842,0.314,-0.172,-2.104,-0.010
272,26.0,8.0,15.0,-0.105,-0.140,1.974,-1.866,0.431,-0.092,1.320,-1.209,0.723,-1.477,-1.243,-1.548,-0.368,-0.862,-0.177,0.676,0.293,-0.396,-0.754,-1.780,-0.334,0.463,1.717,-0.374,-0.048,0.493,1.956,-0.603,0.442,-0.620,0.195,-1.363,-9.148,,,,,,,,,,,,,,,,,
273,9.0,8.0,1.0,0.290,0.872,-0.658,1.337,0.223,0.199,-0.396,-0.182,1.168,-1.462,-1.501,-0.357,0.899,-0.639,0.941,1.269,1.074,1.848,0.967,0.548,-0.190,0.886,0.652,-0.606,3.023,-0.043,-0.389,-1.497,0.021,0.022,-0.186,-0.182,1.483,0.685,0.452,0.045,1.022,-1.391,-0.161,0.943,1.192,-0.828,-1.190,-0.263,-0.053,0.473,-0.900,0.583,-1.100,0.028
274,11.0,8.0,1.0,0.157,1.384,-0.819,-0.815,-1.503,-1.084,-0.239,-1.745,0.917,-1.861,-1.360,-0.787,0.250,-1.023,0.642,-0.287,-0.450,-0.195,-0.871,-0.156,-2.125,0.442,3.290,-1.646,1.563,-0.410,1.289,-1.182,0.966,-0.659,1.135,0.776,0.740,-0.239,1.296,1.338,-1.083,0.288,-0.263,-2.412,0.706,0.240,0.302,1.035,-0.516,0.271,-0.338,0.487,-1.212,0.203
275,30.0,6.0,1.0,0.496,0.244,0.641,-0.100,1.673,-0.011,0.514,-0.336,1.456,0.220,-2.287,-1.967,2.540,-1.598,-0.042,0.154,1.158,1.406,-0.386,0.150,0.248,0.115,0.065,-1.197,1.155,1.025,0.280,-1.145,-1.603,-0.016,-0.372,0.914,-0.628,-0.088,1.789,0.491,-0.659,-0.134,-0.286,-1.983,0.729,0.159,0.256,0.327,-0.693,0.530,0.210,-0.018,-1.373,1.572
276,35.0,10.0,1.0,0.847,-0.464,1.021,-0.039,0.384,0.163,1.107,-0.537,0.111,-1.499,-0.847,-1.301,0.170,-0.048,0.708,1.363,0.002,-1.063,0.198,0.700,0.645,0.360,1.029,-0.586,-0.033,1.020,0.129,-1.371,0.602,1.924,1.345,-1.707,-0.308,0.576,0.251,-1.153,-0.174,-0.146,0.329,-0.993,0.940,-1.189,-0.695,-0.983,1.559,1.144,-1.498,0.141,1.530,-0.038
277,22.0,5.0,1.0,-0.724,0.298,1.689,-0.253,0.509,-0.568,0.379,0.592,1.047,-0.911,-0.700,0.015,-1.100,0.379,-0.026,1.368,-0.573,0.919,0.151,0.375,-0.585,-0.833,-0.022,-0.522,-0.514,1.216,-0.617,0.207,1.386,-0.415,0.670,-0.244,-1.153,0.026,0.494,0.495,0.325,0.849,0.255,-0.026,-0.173,-0.510,1.933,-0.053,-0.618,-0.548,-1.366,1.160,0.653,1.479
278,16.0,2.0,1.0,0.494,1.737,1.109,-1.864,-0.027,0.143,1.500,0.128,0.364,-1.875,-2.230,-1.420,0.818,0.304,1.060,1.524,0.612,-0.787,-0.554,-0.024,1.930,0.324,-0.216,-0.662,0.526,-0.496,0.806,-0.799,-0.961,0.240,1.347,-0.370,2.419,0.004,0.503,-0.962,0.941,-0.394,0.917,0.465,0.590,1.667,0.074,-0.365,2.215,1.247,-0.344,-0.083,-0.850,0.704
279,8.0,10.0,1.0,-1.353,0.843,0.116,-1.322,1.467,-1.056,-0.560,2.454,2.383,-1.880,0.437,-1.429,1.223,-1.802,1.554,-0.052,0.146,1.272,0.249,-0.633,1.129,1.019,-0.796,-1.228,-0.702,-1.233,0.319,-0.317,0.714,-0.393,1.268,-1.776,-0.708,-0.061,0.201,-1.071,-0.820,-0.620,-0.549,0.168,0.763,1.342,0.553,0.396,0.641,0.997,-0.528,-0.384,-0.773,0.107
280,11.0,6.0,1.0,-0.802,1.428,-0.249,-1.059,-0.378,0.057,0.651,0.318,0.855,-2.522,0.072,-1.002,1.029,0.455,1.775,0.242,1.724,1.804,-0.936,-0.401,1.017,0.372,0.410,0.173,1.102,-1.971,1.071,-1.149,-0.068,0.374,-0.557,-0.166,0.639,1.885,0.681,-0.667,-1.042,-0.439,-2.437,-0.693,0.483,-0.346,-0.097,0.196,0.117,-0.813,-0.258,0.398,-0.717,0.102
281,28.0,2.0,1.0,-1.284,-0.307,0.719,1.420,0.133,0.585,-0.343,0.760,1.775,0.571,-1.911,-0.896,1.115,-0.207,0.856,0.701,0.685,0.095,0.055,2.276,-0.874,1.336,1.333,0.408,0.344,1.636,0.995,-0.649,0.685,0.168,-0.726,-0.524,-0.327,0.152,0.680,0.854,-1.882,-0.073,0.202,-1.408,1.577,0.996,1.142,-0.187,-0.773,0.374,-1.451,0.584,-1.864,0.284
282,4.0,4.0,1.0,-0.965,0.570,0.040,-2.198,-0.698,0.245,1.404,-0.328,0.333,0.164,-0.780,-1.844,0.087,-0.162,0.630,1.130,-0.416,-1.337,-0.222,-1.097,0.092,0.743,0.331,-0.605,0.635,-0.476,1.598,-1.718,0.004,-0.127,0.924,-0.352,1.140,1.134,0.835,0.473,3.067,-0.247,0.402,-0.483,1.337,0.883,-0.825,0.427,0.116,1.847,0.010,-0.549,-1.247,0.800
283,10.0,5.0,1.0,0.802,-0.626,0.386,-0.565,0.456,-0.313,0.127,-1.871,1.245,-1.592,-1.040,-0.078,0.401,-0.819,1.004,0.824,0.533,0.725,-0.056,1.394,0.188,0.451,-1.106,-0.291,1.357,-0.195,1.140,-1.149,1.424,-0.055,1.533,-0.971,1.949,-0.651,2.096,0.199,0.849,0.394,-0.504,-1.603,1.482,-2.190,-0.177,0.850,0.621,0.470,0.053,0.705,-0.365,0.457
284,19.0,2.0,1.0,-0.038,0.867,0.885,-0.904,0.396,-1.422,0.456,-1.907,1.875,-1.465,-1.127,-0.956,-0.988,-0.799,0.427,1.168,0.195,-0.206,-0.823,0.560,-0.403,0.313,-0.218,-0.624,0.487,0.120,0.320,-0.160,1.071,1.219,0.845,-0.127,-0.637,-0.271,0.412,-0.862,0.782,-0.425,-1.041,0.186,0.385,0.159,-0.462,-0.033,0.360,0.042,-1.696,0.889,-0.098,0.741
285,32.0,9.0,1.0,0.132,0.154,1.990,-1.131,-0.548,0.233,1.065,-0.500,1.041,-1.275,-0.620,-0.534,2.134,-0.964,-0.450,0.316,1.639,-0.055,-0.591,0.350,-0.649,-0.049,1.515,-1.422,1.686,-0.510,0.739,0.059,1.250,0.570,0.497,-1.201,1.649,-0.757,1.826,0.280,0.509,-0.050,-0.323,-0.620,0.855,-0.173,-0.249,-0.174,0.075,0.451,-0.542,-0.580,-1.803,0.923
286,11.0,9.0,1.0,0.010,0.478,1.211,-0.817,0.548,-0.780,0.698,-1.519,2.087,-1.464,-0.982,0.076,0.853,0.418,1.738,0.897,-0.029,0.497,0.219,0.949,-0.435,0.344,0.438,-0.335,1.144,-1.476,0.887,-0.285,0.603,1.007,0.218,-0.273,0.128,-0.833,1.034,-0.452,-0.681,0.171,-0.857,-0.622,0.236,-0.950,-0.144,-0.483,0.831,0.049,-0.750,-0.480,-0.982,0.504
287,19.0,4.0,1.0,0.031,0.545,0.688,-1.259,-1.498,0.378,1.275,-1.392,0.738,-1.582,-0.994,-1.304,-0.566,-0.958,-0.027,0.386,-0.947,0.806,0.148,0.217,0.061,0.326,2.047,0.193,-0.277,0.470,2.033,-0.025,0.816,-1.157,0.144,0.217,0.493,-0.550,-0.081,0.104,1.453,0.906,-1.021,-0.921,0.123,-1.107,1.405,0.301,-0.942,-0.724,-0.687,0.474,-0.869,0.597
288,4.0,2.0,1.0,0.387,1.834,0.341,0.240,0.500,-0.327,1.718,-0.718,1.190,-1.389,-1.169,-1.781,-0.219,-1.129,-0.203,1.551,1.836,0.731,-0.440,-1.134,-1.959,1.307,0.808,-1.187,0.994,1.166,0.532,-1.057,-0.032,0.606,1.225,-2.440,0.788,0.055,0.770,-1.127,-0.855,0.253,0.417,0.680,0.239,0.243,1.182,-0.275,0.885,-0.942,-0.405,0.827,-2.213,1.730
289,21.0,10.0,1.0,1.926,1.328,0.740,-2.663,-0.659,-0.681,0.683,-1.357,0.599,0.073,0.815,-2.074,1.323,-0.592,0.673,0.281,0.813,0.629,-0.242,0.390,-0.654,-0.315,-0.296,0.178,0.268,0.252,1.385,-0.509,2.061,1.062,2.134,0.846,-0.563,0.942,0.512,-0.342,0.422,-0.193,-0.382,-1.326,0.565,-0.551,-0.307,0.516,-0.062,-0.784,0.410,-0.012,-1.340,-0.488
